ENROCADO,,,,,,,,,,,,,,,,,,,,,,
C,VIA RECEPCIÓN,NÚMERO DOCUMENTO,TIPO DE DOCUMENTO,FECHA DOCUMENTO,FECHA RECEPCIÓN,FECHA DE ENTREGA,REMITENTE,DESTINATARIO,MATERIA,VIA DISTRIBUCIÓN,ADJUNTO,DERIVADO A: (DIVISIÓN),RECEPCIONADO POR,FECHA,FIRMA,Responsable,Medio derivación,FECHA,Respuesta si/no,Instrucción,Plazo,Observación
1120,,S/N,RENDICION,18-03-24,19-03-24,19-03-24,CLUB DE ADULTO MAYOR VOLVER A LOS 17,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. 2301AM0103,POR MANO,,UNIDAD DE RENDICIONES,PAPEL,,,,,,,,,
1119,,S/N,RENDICION,18-03-24,19-03-24,19-03-24,JUNTA DE VECINOS PILICURA,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. 2301C0043,POR MANO,,UNIDAD DE RENDICIONES,PAPEL,,,,,,,,,
1118,,S/N,RENDICION,18-03-24,19-03-24,19-03-24,JUNTA DE VECINOS 18 DE SEPTIEMBRE,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. 2301S0042,POR MANO,,UNIDAD DE RENDICIONES,,,,,,,,,,
1117,,S/N,RENDICION,18-03-24,19-03-24,19-03-24,JUNTA DE VECINOS LOS MAQUIS ALTOS,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. 2301SP0083,POR MANO,,UNIDAD DE RENDICIONES,,,,,,,,,,
1116,,S/N,RENDICION,18-03-24,19-03-24,19-03-24,JUNTA DE VECINOS COBQUECURA URBANO,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. 2301SP0101,POR MANO,,UNIDAD DE RENDICIONES,PAPEL,,,,,,,,,
1115,,S/N,RENDICION,18-03-24,19-03-24,19-03-24,JUNTA DE VECINOS LOS MAQUIS BAJOS,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. 2301C0027,POR MANO,,UNIDAD DE RENDICIONES,PAPEL,,,,,,,,,
1114,,S/N,RENDICION,18-03-24,19-03-24,19-03-24,JUNTA DE VECINOS CUNCUYO COMUNA DE QUIRIHUE,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. 2301S0047,POR MANO,,UNIDAD DE RENDICIONES,PAPEL,,,,,,,,,
1113,,S/N,RENDICION,19-03-24,19-03-24,22-03-24,JUNTA DE VECINOS VILLA LAS MERCEDES,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. 2301SP0458,POR MANO,,UNIDAD DE RENDICIONES,PAPEL,,,,,,,,,
1112,,S/N,RENDICION,19-03-24,19-03-24,22-03-24,JUNTA DE VECINOS BRISAS DE ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. 2301SP0538,POR MANO,,UNIDAD DE RENDICIONES,PAPEL,,,,,,,,,
1111,,S/N,RENDICION,19-03-24,19-03-24,22-03-24,JUNTA DE VECINOS VALLE VERDE,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. 2301SP0196,POR MANO,,UNIDAD DE RENDICIONES,PAPEL ,,,,,,,,,
1110,,S/N,RENDICION,19-03-24,19-03-24,22-03-24,JUNTA DE VECINOS N°2 PASO EL ROBLE,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. 2301SP0050,POR MANO,,UNIDAD DE RENDICIONES,PAPEL ,,,,,,,,,
1109,,S/N,RENDICION,19-03-24,19-03-24,22-03-24,COMITE DE VIVIENDA CLAUDIO ARRAU,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. 2301SP0054,POR MANO,,UNIDAD DE RENDICIONES,PAPEL ,,,,,,,,,
1108,,S/N,RENDICION,15-03-24,19-03-24,22-03-24,CENTRO GENERAL DE PADRES Y APODERADOS ESCUELA JOSE MIGUEL CARRERA VERDUGO,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. 2301C0102,POR MANO,,UNIDAD DE RENDICIONES,PAPEL ,,,,,,,,,
1107,,003,CARTA,14-03-24,19-03-24,19-03-24,ENCARGADO DE PROGRAMA USS,GOBERNADOR REGIONAL DE ÑUBLE,"ADJUNTA INFORME MENSUAL ""TURISMO RURAL PATRIMONIAL VALLE DEL ITATA"".",POR MANO,,UNIDAD DE RENDICIONES,,,,,,,,,,
1106,,7346,OFICIO,14-03-24,19-03-24,19-03-24,SEREMI DE TRANSPORTES Y TELECOMUNICACIONES ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,"ENVÍA SEGUNDO LOTE DE POSTULACIONES APROBADAS PARA PAGO, PROGRAMA ESPECIAL DE RENOVACIÓN DE BUSES, MINIBUSES, TROLEBUSES Y TAXIBUSES 2023.",E-MAIL,,DIT,,,,,,,,,,
1105,,SE16-000141,OFICIO,14-03-24,19-03-24,19-03-24,SEREMI DE BIENES NACIONALES ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,"REMITE COPIA DE EXPEDIENTE DE SOLICITUD DE CONCESIÓN DE USO GRATUITO DE CORTO PLAZO DE LA JUNTA DE VECINOS PAQUE NORTE FOLIO N°16CGC10239, RESPECTO DE INMUEBLE FISCAL UBICADO EN LA COMUNA DE CHILLÁN, PROVINCIA DE DIGUILLÍN, REGIÓN DE ÑUBLE. ",E-MAIL,,DIT,,,,,,,,,,
1104,,SE16-000140,OFICIO,14-03-24,19-03-24,19-03-24,SEREMI DE BIENES NACIONALES ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,"REMITE COPIA DE EXPEDIENTE DE SOLICITUD DE CONCESIÓN DE USO GRATUITO DE CORTO PLAZO DE LA JUNTA DE VECINOS PAQUE NORTE FOLIO N°16CGC10880, RESPECTO DE INMUEBLE FISCAL UBICADO EN LA COMUNA DE SAN CARLOS, PROVINCIA DE PUNILLA, REGIÓN DE ÑUBLE. ",E-MAIL,,DIT,,,,,,,,,,
1103,,SE16-000139,OFICIO,14-03-24,19-03-24,19-03-24,SEREMI DE BIENES NACIONALES ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,"REMITE COPIA DE EXPEDIENTE DE SOLICITUD DE CONCESIÓN DE USO GRATUITO DE CORTO PLAZO DE LA JUNTA DE VECINOS PAQUE NORTE FOLIO N°16CGC10858, RESPECTO DE INMUEBLE FISCAL UBICADO EN LA COMUNA DE PEMUCO, PROVINCIA DE DIGUILLÍN, REGIÓN DE ÑUBLE. ",E-MAIL,,DIT,,,,,,,,,,
1102,,SE16-000138,OFICIO,14-03-24,19-03-24,19-03-24,SEREMI DE BIENES NACIONALES ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,"REMITE COPIA DE EXPEDIENTE DE SOLICITUD DE CONCESIÓN DE USO GRATUITO DE CORTO PLAZO DE LA JUNTA DE VECINOS PAQUE NORTE FOLIO N°16CGC10623, RESPECTO DE INMUEBLE FISCAL UBICADO EN LA COMUNA DE SAN CARLOS, PROVINCIA DE PUNILLA, REGIÓN DE ÑUBLE. ",E-MAIL,,DIT,,,,,,,,,,
1101,,SE16-000137,OFICIO,14-03-24,19-03-24,19-03-24,SEREMI DE BIENES NACIONALES ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,"REMITE COPIA DE EXPEDIENTE DE SOLICITUD DE CONCESIÓN DE USO GRATUITO DE CORTO PLAZO DE LA JUNTA DE VECINOS PAQUE NORTE FOLIO N°16CGC10784, RESPECTO DE INMUEBLE FISCAL UBICADO EN LA COMUNA DE ÑIQUÉN, PROVINCIA DE PUNILLA, REGIÓN DE ÑUBLE. ",E-MAIL,,DIT,,,,,,,,,,
1100,,066,ORDINARIO,13-03-24,19-03-24,19-03-24,DIRECTOR REGIONAL INIA QUILAMAPU,GOBERNADOR REGIONAL DE ÑUBLE,"ENVÍA RENDICIÓN DE CUENTAS PROGRAMA E INFORME TÉCNICO MENSUAL RENDICIÓN DE GASTOS Y AVANCE REAL DE LAS ACTIVIDADES MES DE FEBRERO ""TRANSFERENCIA MEJORAMIENTO DE LA PRODUCTIVIDAD DEL AVELLANO EUROPEO MEDIANTE MANEJO DEL RIEGO"".",E-MAIL,,UNIDAD DE RENDICIONES,,,,,,,,,,
1099,,068,ORDINARIO,13-03-24,19-03-24,19-03-24,DIRECTOR REGIONAL INIA QUILAMAPU,GOBERNADOR REGIONAL DE ÑUBLE,"ENVÍA RENDICIÓN DE CUENTAS PROGRAMA E INFORME TÉCNICO MENSUAL RENDICIÓN DE GASTOS Y AVANCE REAL DE LAS ACTIVIDADES MES DE FEBRERO ""TRANSFERENCIA OPTIMIZACIÓN DE LA GESTIÓN DE COSECHA EN CEREZA"".",E-MAIL,,UNIDAD DE RENDICIONES,,,,,,,,,,
1098,,17,OFICIO,14-03-24,19-03-24,19-03-24,DIRECTOR REGIONAL SERCOTEC ÑUBLE.,GOBERNADOR REGIONAL DE ÑUBLE,"PRIMERA RENDICIÓN TRIMESTRAL PROGRAMA ""TRANSFERENCIA FNDR DE EMERGENCIA DE FOMENTO PRODUCTIVO PARA LA ZONA DE REZAGO"".",E-MAIL,,UNIDAD DE RENDICIONES,,,,,,,,,,
1097,,065,ORDINARIO,13-03-24,19-03-24,19-03-24,DIRECTOR REGIONAL INIA QUILAMAPU,GOBERNADOR REGIONAL DE ÑUBLE,"ENVÍA RENDICIÓN DE CUENTAS PROGRAMA E INFORME TÉCNICO MENSUAL RENDICIÓN DE GASTOS Y AVANCE REAL DE LAS ACTIVIDADES MES DE FEBRERO ""TRANSFERENCIA MANEJO DE ENFERMEDADES DE MADERA EN VIÑAS DE ÑUBLE"".",E-MAIL,,UNIDAD DE RENDICIONES,,,,,,,,,,
1096,,99,ORDINARIO,13-03-24,19-03-24,19-03-24,ALCALDE DE TREHUACO,GOBERNADOR REGIONAL DE ÑUBLE,"ENVÍA DOCUMENTACIÓN PARA SOLICITAR TRANSFERENCIA DE RECURSOS PARA CANCELACIÓN DE PRIMER ESTADO DE PAGO PROYECTO ""CONSERVACIÓN CAMINOS VECINALES EN DISTINTOS SECTORES POR EMERGENCIA, COMUNA DE TREHUACO"".",E-MAIL,,DIPIR,,,,,,,,,,
1095,,98,ORDINARIO,13-03-24,19-03-24,19-03-24,ALCALDE DE TREHUACO,GOBERNADOR REGIONAL DE ÑUBLE,"ENVÍA DOCUMENTACIÓN PARA SOLICITAR TRANSFERENCIA DE RECURSOS PARA CANCELACIÓN DEL SEGUNDO ESTADO DE PAGO PROYECTO ""REPOSICIÓN ESTANQUE SEMIENTERRADO Y OBRAS COMPLEMENTARIAS APR HERNÁN BRAÑAS, COMUNA DE TREHUACO"".",E-MAIL,,DIPIR,,,,,,,,,,
1094,,97,ORDINARIO,13-03-24,19-03-24,19-03-24,ALCALDE DE TREHUACO,GOBERNADOR REGIONAL DE ÑUBLE,"ENVÍA DOCUMENTACIÓN PARA SOLICITAR TRANSFERENCIA DE RECURSOS PARA CANCELACIÓN DEL SEGUNDO ESTADO DE PAGO PROYECTO ""MEJORAMIENTO CAMINO VECINAL MINAS DE LEUQUE-CAÑA DULCE, COMUNA DE TREHUACO"".",E-MAIL,,DIPIR,,,,,,,,,,
1093,,2013,OFICIO,12-03-24,19-03-24,19-03-24,ALCALDE DE CHILLÁN,GOBERNADOR REGIONAL DE ÑUBLE,"REEMPLAZA OFICIO 454, SOLICITA AUTORIZAR LA DISMINUCIÓN Y MODIFICACIÓN DE OBRAS PARA EL PROYECTO ""CONSTRUCCIÓN SEDE SOCIAL LA DEFENSA, CHILLÁN"".",E-MAIL,,DIPIR,,,,,,,,,,
1092,,S/N,INVITACIÓN ,13-03-24,19-03-24,19-03-24,AGRUPACIÓN DE MUJERES DE SANTA CLARA,GOBERNADOR REGIONAL DE ÑUBLE,INVITACIÓN A GOBERNADOR.,E-MAIL,,GABINETE,,,,,,,,,,
1091,,S/N,CARTA,08-03-24,19-03-24,19-03-24,DIRECTORA ASUNTOS ECONÓMICOS Y GESTIÓN UC,GOBERNADOR REGIONAL DE ÑUBLE,ENVÍO DE DOCUEMNTACIÓN SOLICITADA.,E-MAIL,,UNIDAD DE RENDICIONES,,,,,,,,,,
1090,,201,OFICIO ORDINARIO,07-03-24,19-03-24,19-03-24,ALCALDE (S) DE BULNES,GOBERNADOR REGIONAL DE ÑUBLE,"SOLICITA TRANSFERENCIA DE RECURSOS ESTADO DE PAGO N°2 PROYECTO ""HABILITACIÓN BAÑOS CONSTRUCCIÓN COMEDORES PROFESORES LICEO BICENTENARIO SANTA CRUZ DE LARQUI, COMUNA DE BULNES"".",E-MAIL,,DIPIR,,,,,,,,,,
1089,,200,OFICIO ORDINARIO,07-03-24,19-03-24,19-03-24,ALCALDE (S) DE BULNES,GOBERNADOR REGIONAL DE ÑUBLE,"SOLICITA TRANSFERENCIA DE RECURSOS ESTADO DE PAGO N°1 PROYECTO ""HABILITACIÓN BAÑOS CONSTRUCCIÓN COMEDORES PROFESORES LICEO BICENTENARIO SANTA CRUZ DE LARQUI, COMUNA DE BULNES"".",E-MAIL,,DIPIR,,,,,,,,,,
1088,,S/N,CARTA,12-03-24,19-03-24,19-03-24,ALCALDE DE SAN NICOLÁS,GOBERNADOR REGIONAL DE ÑUBLE,SOLICITA ACTUALIZACIÓN DE MONEDA PROYECTO “REPOSICIÓN AMPLIADA EDIFICIO CONSISTORIAL MUNICIPALIDAD DE SAN NICOLÁS”,E-MAIL,,DIPIR,,,,,,,,,,
1087,,138,OFICIO,12-03-24,19-03-24,19-03-24,DELEGADO PRESIDENCIAL DE ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,"REMITE ""IV INFORME ESTRATÉGICO Y TERRITORIAL DE SEGURIDAD PÚBLICA"" A MIEMBROS PERMANENTES DEL CONSEJO REGIONAL DE SEGURIDAD PÚBLICA.",E-MAIL,,GABINETE,,,,,,,,,,
1086,,S/N,INVITACIÓN ,12-03-24,19-03-24,19-03-24,ASOCIACIÓN COMUNAL DE FÚTBOL VECINAL SAN IGNACIO,GOBERNADOR REGIONAL DE ÑUBLE,INVITACIÓN A GOBERNADOR.,E-MAIL,,GABINETE,,,,,,,,,,
1085,,S/N,CARTA,12-03-24,19-03-24,19-03-24,FELIPE HORTA PRODUCCIONES LTDA,GOBERNADOR REGIONAL DE ÑUBLE,CARTA COPEC RALLY MÓBIL 2024.,E-MAIL,,GABINETE - DIDESOH,,,,,,,,,,
1084,,S/N,INVITACIÓN ,13-03-24,19-03-24,19-03-24,ALCALDE DE YUNGAY,GOBERNADOR REGIONAL DE ÑUBLE,INVITACIÓN A GOBERNADOR.,E-MAIL,,GABINETE,,,,,,,,,,
1083,,1087,DECRETO,13-03-24,19-03-24,19-03-24,ALCALDE DE NINHUE,GOBERNADOR REGIONAL DE ÑUBLE,"APRUEBA ACTA DE RECEPCIÓN PROVISORIA SIN OBSERVACIONES OBRA ""MEJORAMIENTO ESTADIO MUNICIPAL DE NINHUE"".",E-MAIL,,DIPIR,,,,,,,,,,
1082,,O34681,OFICIO,08-03-24,19-03-24,19-03-24,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,GOBERNADOR REGIONAL DE ÑUBLE,APORTE FAMILIAR PERMANENTE 2024. REMITE A LAS INSTITUCIONES PÚBLICAS LAS NÓMINAS DE SUS FUNCIONARIOS BENEFICIARIOS DE DICHO APORTE A PAGAR EN EL MES DE MARZO DE 2024.,E-MAIL,,DAF,,,,,,,,,,
1081,,366,ORDINARIO,11-03-24,19-03-24,19-03-24,DIRECTOR REGIONAL VIALIDAD ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,"ENVÍA ESTADO DE PAGO N°2 ""CAMINO BÁSICO POR CONSERVACIÓN RUTA N-605, CRUCE N-55 (RÍO VIEJO) - PUENTE LARQUI - CRUCE N-655 (SAN IGNACIO), KM 0.578 AL KM 15.816, COMUNA DE CHILLÁN, PROVINCIA DE DIGUILLÍN, REGIÓN DE ÑUBLE"".",E-MAIL,,DIPIR,,,,,,,,,,
1080,,52,OFICIO,11-03-24,19-03-24,19-03-24,DIRECTOR REGIONAL SERNATUR ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,"INFORMA ACLARATORIA SOBRE GLOSA PRESUPUESTARIA ADQUISICIÓN DE MERCHANDISING Y ACTIVIDADES DE PROMOCIÓN DEL PROGRAMA FNDR ""TRANSFERENCIA FORTALECIMIENTO DE LA PROMOCIÓN DEL TURISMO PARA LA TERCERA EDAD, REGIÓN DE ÑUBLE"".",E-MAIL,,DIDESOH,,,,,,,,,,
1079,,78,ORDINARIO,13-03-24,19-03-24,19-03-24,ABOGADO PROCURADOR FISCAL DE CHILLÁN,GOBERNADOR REGIONAL DE ÑUBLE,DA RESPUESTA.,E-MAIL,,GABINETE - JURÍDICA   ,,,,,,,,,,
1078,,204,ORDINARIO,11-03-24,19-03-24,19-03-24,ALCALDE DE COBQUECURA,GOBERNADOR REGIONAL DE ÑUBLE,"SOLICITA ASIGNACIÓN DE RECURSOS PROYECTO ""CONSTRUCCIÓN CUBIERTA TECHUMBRE MULTICANCHA SECTOR TAUCÚ, COMUNA DE COBQUECURA"".",E-MAIL,,DIPIR,,,,,,,,,,
1077,,ES6461,OFICIO,07-03-24,19-03-24,19-03-24,CONTRALOR REGIONAL DE ÑUBLE.,GOBERNADOR REGIONAL DE ÑUBLE,REPRESENTA RESOLUCIÓN N°1 DE 2024 DEL GOBIERNO REGIONAL DE ÑUBLE.,E-MAIL,,DIPIR,,,,,,,,,,
1076,,16,OFICIO,11-03-24,19-03-24,19-03-24,DIRECTOR REGIONAL SERCOTEC ÑUBLE.,GOBERNADOR REGIONAL DE ÑUBLE,"CUARTA RENDICIÓN PROGRAMA TRANSFERENCIA FNDR DE EMERGENCIA DE FOMENTO PRODUCTIVO PARA ZONA DE REZAGO"".",E-MAIL,,UNIDAD DE RENDICIONES,,,,,,,,,,
1075,,15,OFICIO,11-03-24,19-03-24,19-03-24,DIRECTOR REGIONAL SERCOTEC ÑUBLE.,GOBERNADOR REGIONAL DE ÑUBLE,"SUBSANACIÓN TERCERA RENDICIÓN PROGRAMA ""TRANSFERENCIA FNDR DE EMERGENCIA DE FOMENTO PRODUCTIVO PARA LA ZONA DE REZAGO"".",E-MAIL,,UNIDAD DE RENDICIONES,,,,,,,,,,
1074,,177,ORDINARIO,07-03-24,19-03-24,19-03-24,ALCALDE (S) DE SAN IGNACIO,GOBERNADOR REGIONAL DE ÑUBLE,"ENVÍA ANTECEDENTES DE ADJUDICACIÓN Y CONTRATACIÓN ""ADQUISICIÓN DE VEHÍCULOS SUV MULTIPROPÓSITO PARA LA COMUNA DE SAN IGNACIO"".",E-MAIL,,DIPIR,,,,,,,,,,
1073,,14,OFICIO,11-03-24,19-03-24,19-03-24,DIRECTOR REGIONAL SERCOTEC ÑUBLE.,GOBERNADOR REGIONAL DE ÑUBLE,"SUBSANACIÓN SEGUNDA RENDICIÓN PROGRAMA ""TRANSFERENCIA FNDR DE EMERGENCIA DE FOMENTO PRODUCTIVO PARA LA ZONA DE REZAGO"".",E-MAIL,,UNIDAD DE RENDICIONES,,,,,,,,,,
1072,,000006,OFICIO,11-03-24,19-03-24,19-03-24,DIRECTOR REGIONAL PROCHILE ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,"SUBSANACIÓN DE RENDICIÓN DE GASTOS DICIEMBRE 2023 PROYECTO ""TRANSFERENCIA PARA LA INTERNACIONALIZACIÓN VITIVINÍCOLA Y SUS ZONAS DE REZAGO DE LA REGIÓN DE ÑUBLE"".",E-MAIL,,UNIDAD DE RENDICIONES,,,,,,,,,,
1071,,02,CARTA,09-03-24,19-03-24,19-03-24,DIRECTOR PROGRAMA FIC UTALCA,GOBERNADOR REGIONAL DE ÑUBLE,"RENDICIÓN FINANCIERA FEBRERO 2024 PROYECTO ""TRANSFERENCIA IDENTIDAD MICROBIANA DE LA VITICULTURA DEL ITATA"".",E-MAIL,,UNIDAD DE RENDICIONES,,,,,,,,,,
1070,,01,CARTA,09-03-24,19-03-24,19-03-24,DIRECTOR PROGRAMA FIC UTALCA,GOBERNADOR REGIONAL DE ÑUBLE,"RENDICIÓN FINANCIERA ENERO 2024 PROYECTO ""TRANSFERENCIA IDENTIDAD MICROBIANA DE LA VITICULTURA DEL ITATA"".",E-MAIL,,UNIDAD DE RENDICIONES,,,,,,,,,,
1069,,S/N,INFORME,08-03-24,19-03-24,19-03-24,ENCARGADO DE PROGRAMA UC,GOBERNADOR REGIONAL DE ÑUBLE,"INFORME MENSUAL Y RENDICIÓN DE GASTOS ""INNOVACIÓN AGRÍCOLA PARA ENFRENTAR LA SEQUÍA EN ÑUBLE"".",E-MAIL,,UNIDAD DE RENDICIONES,,,,,,,,,,
1068,,5.280,OFICIO ORDINARIO,15-02-24,19-03-24,19-03-24,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,GOBERNADOR REGIONAL DE ÑUBLE,COMUNICA CONFORMIDAD RESPECTO DEL INFORME DE EVALUACIÓN DEFINITIVO DE LAS METAS DE GESTIÓN COMPROMETIDAS EN EL CONVENIO DE DESEMPEÑO COLECTIVO AÑO 2023.,E-MAIL,,GABINETE - AUDITORÍA INTERNA,,,,,,,,,,
1067,,1896,OFICIO,08-03-24,19-03-24,19-03-24,ALCALDE DE CHILLÁN,GOBERNADOR REGIONAL DE ÑUBLE,"SOLICITA CANCELAR ESTADO DE PAGO N°5 DE LA OBRA ""REPOSICIÓN PISTA BMX QUILAMAPU, CHILLÁN (2° LLAMADO)"".",E-MAIL,,DIPIR,,,,,,,,,,
1066,,1915,OFICIO,08-03-24,19-03-24,19-03-24,ALCALDE DE CHILLÁN,GOBERNADOR REGIONAL DE ÑUBLE,"SOLICITA ESTADO DE PAGO N°3 OBRA ""MEJORAMIENTO ESPACIO PÚBLICO, BANDEJÓN CENTRAL AVDA. COLLÍN, CHILLÁN"".",E-MAIL,,DIPIR,,,,,,,,,,
1065,,S/N,RENDICION,12-03-24,18-03-24,19-03-24,JUNTA DE VECINOS CANTO DEL ALBA MATA REDONDA,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. 2301M0075,E-MAIL,,UNIDAD DE RENDICIONES,PAPEL,,,,,,,,,
1064,,S/N,INFORME,08-03-24,18-03-24,18-03-24,ENCARGADO DE PROGRAMA UC.,GOBERNADOR REGIONAL DE ÑUBLE,"INFORME MENSUAL ""TRANSFERENCIA VIVERIZACIÓN DE NATIVOS PARA CORREDORES BIOLÓGICOS"".",POR MANO,,UNIDAD DE RENDICIONES,,,,,,,,,,
1063,,S/N,INFORME,08-03-24,18-03-24,18-03-24,ENCARGADO DE PROGRAMA UC.,GOBERNADOR REGIONAL DE ÑUBLE,"INFORME MENSUAL ""TRANSFERENCIA VIVERIZACIÓN DE NATIVOS PARA CORREDORES BIOLÓGICOS"".",E-MAIL,,UNIDAD DE RENDICIONES,,,,,,,,,,
1062,,E460181,OFICIO,07-03-24,18-03-24,18-03-24,CONTRALORIA GENERAL DE LA REPÚBLICA,GOBERNADOR REGIONAL DE ÑUBLE,"CURSA CON ALCANCE LA
RESOLUCIÓN N°9, DE 2024, DEL
GOBIERNO REGIONAL DE ÑUBLE.",E-MAIL,,GABINETE - JURÍDICA - DIPIR,,,,,,,,,,
1061,,178,ORDINARIO,05-03-24,18-03-24,18-03-24,ALCALDE DE CHILLÁN VIEJO,GOBERNADOR REGIONAL DE ÑUBLE,"SOLICITA TRANSFRENCIA DE RECURSOS POR 1° ESTADO DE PAGO DE LA OBRA ""MEJORAMIENTO DE DIVERSOS CAMINOS AFECTADOS POR SISTEMA FRONTAL, COMUNA DE CHILLÁN VIEJO"".",E-MAIL,,DIPIR,,,,,,,,,,
1060,,93,ORDINARIO,07-03-24,18-03-24,18-03-24,SEREMI DE OBRAS PÚBLICAS ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,INFORMA REQUERIMIENTO DEL CONSEJERO REGIONAL JEZER SEPÚLVEDA DOMÍNGUEZ.,E-MAIL,,DIT,,,,,,,,,,
1059,,50,OFICIO,07-03-24,18-03-24,18-03-24,DIRECTOR REGIONAL SERNATUR ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,"INFORMA SOBRE DESTINOS TURÍSTICOS ""TRANSFERENCIA FORTALECIMIENTO DE LA PROMOCIÓN DEL TURISMO PARA LA TERCERA EDAD REGIÓN DE ÑUBLE"".",E-MAIL,,DIDESOH  ,,,,,,,,,,
1058,,060,OFICIO CORE,07-03-24,18-03-24,18-03-24,SECRETARIO EJECUTIVO CONSEJO REGIONAL DE ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,CERTIFICADOS DEL CONSEJO REGIONAL DE ÑUBLE.,E-MAIL,,GABINETE - JEFES DE DIVISIÓN,,,,,,,,,,
1057,,2921,OFICIO,07-03-24,18-03-24,18-03-24,SUBSECRETARÍA DE TELECOMUNICACIONES,GOBERNADOR REGIONAL DE ÑUBLE,"INFORMACIÓN DE PROGRAMACIÓN DE EJECUCIÓN DE RECURSOS PARA EL PERÍODO 2024 DEL PROGRAMA ""TRANSFERENCIA FONDO DE DESARROLLO DE LAS TELECOMUNICACIONES FIBRA ÓPTICA ÑUBLE ÚLTIMA MILLA"".",E-MAIL,,DIT,,,,,,,,,,
1056,,S/N,CARTA,06-03-24,18-03-24,18-03-24,JEFE PROYECTO UC,GOBERNADOR REGIONAL DE ÑUBLE,"INFORME FINAL ""INNOVACIÓN AGRÍCOLA PARA ENFRENTAR SEQUÍA EN CHILE"".",E-MAIL,,UNIDAD DE RENDICIONES,,,,,,,,,,
1055,,S/N,INVITACIÓN ,07-03-24,18-03-24,18-03-24,DIRECTORA REGIONAL INDAP ÑUBLE.,GOBERNADOR REGIONAL DE ÑUBLE,INVITACIÓN A GOBERNADOR.,E-MAIL,,GABINETE,,,,,,,,,,
1054,,159,ORDINARIO,07-03-24,18-03-24,18-03-24,ALCALDE DE QUIRIHUE,GOBERNADOR REGIONAL DE ÑUBLE,"INGRESA IDI FRIL ""MEJORAMIENTO CAMINOS CON APLICACIÓN DE SUPRESOR DE POLVO, COMUNA DE QUIRIHUE"".",E-MAIL,,DIPIR (PRE-INVERSIÓN),,,,,,,,,,
1053,,242,ORDINARIO,07-03-24,18-03-24,18-03-24,DIRECTOR REGIONAL SAG ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,"INFORME TRIMESTRAL RENDICIÓN GORE ""ERRADICACIÓN LOBESÍA BOTRANA EN LA REGIÓN DE ÑUBLE"".",E-MAIL,,UNIDAD DE RENDICIONES,,,,,,,,,,
1052,,240,ORDINARIO,07-03-24,18-03-24,18-03-24,DIRECTOR REGIONAL SAG ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,INFORME TRIMESTRAL DE GASTOS Y EJECUCIÓN DE ACTIVIDADES NOVIEMBRE-DICIEMBRE-ENERO 2024.,E-MAIL,,UNIDAD DE RENDICIONES,,,,,,,,,,
1051,,S/N,EXCEL,07-03-24,18-03-24,18-03-24,DIRECTOR REGIONAL SAG ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,"RENDICIÓN ENERO ""CONTROL DE LA PRESENCIA DE LA PLAGA DROSOPHILA SUZUKII"".",E-MAIL,,UNIDAD DE RENDICIONES,,,,,,,,,,
1050,,192,ORDINARIO,07-03-24,18-03-24,18-03-24,ALCALDE DE BULNES,GOBERNADOR REGIONAL DE ÑUBLE,"SOLICITA CUARTA TRANSFERENCIA DE RECURSOS, ENVÍA ANTECEDENTES DEL CUARTO ESTADO DE PAGO PROYECTO ""MEJORAMIENTO ÁREA VERDE VILLA EL PROGRESO, COMUNA DE BULNES"".",E-MAIL,,DIPIR,,,,,,,,,,
