,RESPONSABLE,DE,FOLIO,FECHA DOCTO,PARA:,MATERIA,FIRMA,VÍA DESPACHO,FECHA ENTREGA,OBSERVACIONES,FIRMA RECEPCIÓN,LINK AL DOCUMENTO,
,jrv,,00253,16-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA TECNOLOGICA PARA LA PRODUCCION DE VINO Y VINIFICACIONES ESPECIALES DE VARIEDAD DISPONIBLES EN EL VALLE DEL ITATA"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1hjrroB4G1j1Xtmo_MX7Xvo2lT0Lmgl0y/view?usp=drive_link,
,jrv,,00252,16-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA TECNOLOGICA PARA LA PRODUCCION DE VINO Y VINIFICACIONES ESPECIALES DE VARIEDAD DISPONIBLES EN EL VALLE DEL ITATA"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/11pN3m6jmLOqAnFZYJ3TmeyLhSp7mDAqp/view?usp=drive_link,
,veg,,00251,16-04-2024,JUAN CHORIBIT CHORIBIT,"REMITE DOCUMENTACION CORRESPONDIENTE A LA RECTIFICACION DEL PAGO DE HORAS EXTRAORDINARIAS Y AL TIEMPO COMPENSADO DE LOS FUNCIONARIOS DEL GOBIERNO REGIONAL DE ÑUBLE, EN VIRTUD DE LO INSTRUIDO POR LA CONTRALORIA GENERAL DE LA REPUBLICA EN INFORME FINAL N°712 DEL 30 DE DICIEMBRE DE 2021.",LEILA GASAUI IRRIBARRA,E-MAIL,,,,https://drive.google.com/file/d/1KK5Bfp7MWqCiEHLvamySDbUecws_SuDG/view?usp=drive_link,
,jzp,,00250,15-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA DIRECTRICES TECNOLOGICAS DE MANEJO AGRONOMICO PARA EL CULTIVO DEL CASTAÑO"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/17tTXmwUrPS2lFUe2uNwBmr3eRSGNImdf/view?usp=drive_link,
,veg,,00249,12-04-2024,JUAN CHORIBIT CHORIBIT,"REMITE DOCUMENTACION CORRESPONDIENTE A LA RECTIFICACION DEL PAGO DE HORAS EXTRAORDINARIAS Y AL TIEMPO COMPENSADO DE LOS FUNCIONARIOS DEL GOBIERNO REGIONAL DE ÑUBLE, EN VIRTUD DE LO INSTRUIDO POR LA CONTRALORIA GENERAL DE LA REPUBLICA EN INFORME FINAL N°712 DEL 30 DE DICIEMBRE DE 2021.",LEILA GASAUI IRRIBARRA,E-MAIL,,,,https://drive.google.com/file/d/1WdU-JtgfMhydLzh6RvWN8NKRvyimJ0DU/view?usp=drive_link,
,acv,,00248,11-04-2024,SEGUN DISTRIBUCION,CITA A REUNION Y ADJUNTA INFORME DE REVISION DE TRANSPARENCIA ACTIVA 2024.,ALICIA CONTRERAS VIELMA,DOCDIGITAL,,,,https://drive.google.com/file/d/1-BzHV-naUc-oThyWa6W02Jyo23vNaTRs/view?usp=drive_link,
,joc,,00247,11-04-2024,CLAUDIA CABRERA TORRES,"SOLICITA PRONUNCIAMIENTO JURIDICO POR ORD. (E) DA ÑUBLE N°131, EN DONDE INFORMA SOBRE PARTICIPACION EN CONTRATO DE OBRA DE EMPRESA GRAFICA RETIRO, EN PROYECTO ""REPOSICION RETEN DE CARABINEROS CATO, COMUNA DE COIHUECO"".",RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1uDXWnip-hoM-cpheN-bylyZ8BkL6uI1-/view?usp=drive_link,
,cae,,00246,11-04-2024,SEGUN DISTRIBUCION,"INFORMA NUEVAS INSTRUCCIONES GENERALES SOBRE TRANSPARENCIA PRESUPUESTARIA, SEGUN LO DISPUESTO EN LEY 21.640 PRESUPUESTO DEL SECTOR PUBLICO AÑO 2024.",ALICIA CONTRERAS VIELMA,DOCDIGITAL,,,,https://drive.google.com/file/d/1faxkiQG2NFU9w8WZ3-ZKvAT4AEVx-J0q/view?usp=drive_link,
,rbh,,00245,11-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DICIEMBRE 2023 ""TRANSFERENCIA DESARROLLO DE LA FRUTICULTURA EN ÑUBLE, PARTE II""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1Qs9LI5eqce5dohZAPEvZtwqtEAzMtiVu/view?usp=drive_link,
,rbh,,00244,11-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION NOVIEMBRE 2023 ""TRANSFERENCIA DESARROLLO DE LA FRUTICULTURA EN ÑUBLE, PARTE II""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/19CquKpLJV7qBxes0xe25Z-hOT-GOEBJX/view?usp=drive_link,
,rbh,,00243,11-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION OCTUBRE 2023 ""TRANSFERENCIA DESARROLLO DE LA FRUTICULTURA EN ÑUBLE, PARTE II""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/13GXW7lr3ZrZQJsj8SMPkEJW-bM-1iK89/view?usp=drive_link,
,rbh,,00242,11-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION SEPTIEMBRE 2023 ""TRANSFERENCIA DESARROLLO DE LA FRUTICULTURA EN ÑUBLE, PARTE II""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1KD8EqM4xm5PfNyAJ1r1o6xB8zXp9DnAr/view?usp=drive_link,
,rbh,,00241,11-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION AGOSTO 2023 ""TRANSFERENCIA DESARROLLO DE LA FRUTICULTURA EN ÑUBLE, PARTE II""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1A3GINP3CLrHF_SJbJ5rvZxC_FALAAZfn/view?usp=drive_link,
,rbh,,00240,11-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION JULIO 2023 ""TRANSFERENCIA DESARROLLO DE LA FRUTICULTURA EN ÑUBLE, PARTE II""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1ZV3dlyFfZEHuACTGSJiCVjZjjaRpSZjm/view?usp=drive_link,
,rbh,,00239,11-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION JUNIO 2023 ""TRANSFERENCIA DESARROLLO DE LA FRUTICULTURA EN ÑUBLE, PARTE II""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1V0QlJqhFaERdkmN1kQqMoG6BI577pVVq/view?usp=drive_link,
,ccn,,00238,10-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA SELLO DE ORIGEN PARA MAIZ AMARILLO Y UVA CORINTA"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1t9r2a7M1HvyOGH_2Hm877U56AUcSXysB/view?usp=drive_link,
,ccn,,00237,10-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA SELLO DE ORIGEN PARA MAIZ AMARILLO Y UVA CORINTA"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1mtW9IQSmJF_fQtHpT1lhbeY5yrmIw1e1/view?usp=drive_link,
,ccn,,00236,10-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA SELLO DE ORIGEN PARA MAIZ AMARILLO Y UVA CORINTA"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1Trq_MKtE2mG8sqDSJbFsdC2ZvsJlodZd/view?usp=drive_link,
,mel,,00235,09-04-2024,SEGUN DISTRIBUCION,INFORMA NUEVAS INSTRUCCIONES GENERALES SOBRE TRANSPARENCIA PRESUPUESTARIA DE CONFORMIDAD CON LO DISPUESTO EN LA LEY N°21.640 DE PRESUPUESTO DEL SECTOR PUBLICO AÑO 2024.,ALICIA CONTRERAS VIELMA,DOCDIGITAL,,,,https://drive.google.com/file/d/1BtQ4zRyMNezoY_5Uf5QUyiE9x1XXxDva/view?usp=drive_link,
,rbh,,00234,09-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DICIEMBRE 2023 ""TRANSFERENCIA APOYO A PRODUCTORES DE VINO DEL VALLE DEL ITATA""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1ph2B2d3TYVfJN_k3PsGRCQyfztrtipKq/view?usp=drive_link,
,rbh,,00233,09-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION NOVIEMBRE 2023 ""TRANSFERENCIA APOYO A PRODUCTORES DE VINO DEL VALLE DEL ITATA""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1Wrpm-z4r9mUy-bWBf-GN1gAQDVUyNe3M/view?usp=drive_link,
,rbh,,00232,09-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION OCTUBRE 2023 ""TRANSFERENCIA APOYO A PRODUCTORES DE VINO DEL VALLE DEL ITATA""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1vwvrtNxbzf07z327JYbQvEoIg3sB27bt/view?usp=drive_link,
,rbh,,00231,09-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION SEPTIEMBRE 2023 ""TRANSFERENCIA APOYO A PRODUCTORES DE VINO DEL VALLE DEL ITATA""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1n0ixXcdG6Ic98j-gSwkcR8B1_tX0EgF0/view?usp=drive_link,
,rbh,,00230,09-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION AGOSTO 2023 ""TRANSFERENCIA APOYO A PRODUCTORES DE VINO DEL VALLE DEL ITATA""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1YK9wDjICM7R5cv0wWpB0DoQYo_gKSHTS/view?usp=drive_link,
,rbh,,00229,09-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION JULIO 2023 ""TRANSFERENCIA APOYO A PRODUCTORES DE VINO DEL VALLE DEL ITATA""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1UoKDyzRtthGBYM-LVchHvWD_pAA7eQeD/view?usp=drive_link,
,rbh,,00228,09-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION JUNIO 2023 ""TRANSFERENCIA APOYO A PRODUCTORES DE VINO DEL VALLE DEL ITATA""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1HhDmO-Q-OgPFbZujFR9zaoY7_aH6TGhf/view?usp=drive_link,
,rbh,,00227,09-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION MAYO 2023 ""TRANSFERENCIA APOYO A PRODUCTORES DE VINO DEL VALLE DEL ITATA""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1JW2oXGjwpxNE0KL5VPWSrnL69AIOuYem/view?usp=drive_link,
,nlg,,00226,09-04-2024,LEILA GASAUI IRRIBARRA,"DEVOLUCION DE POLIZA PARA GARANTIZAR LA SERIEDAD DE LA OFERTA DEL PROYECTO ""ADQUISICION DE CAMARAS DE TELEVIGILANCIA REGION DE ÑUBLE"".",CRISTIAN QUIROZ REYES,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1bOE_NxmLB-OLszq4U1MhAXfUBMSy1I6S/view?usp=drive_link,
,nlg,,00225,09-04-2024,LEILA GASAUI IRRIBARRA,"DEVOLUCION DE BOLETA DE GARANTIA DE SERIEDAD DE LA OFERTA DEL PROYECTO ""ADQUISICION DE CAMARAS DE TELEVIGILANCIA REGION DE ÑUBLE"".",CRISTIAN QUIROZ REYES,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1BipTV4MHP4QMQiY0c4svbxYBVIoGx8y8/view?usp=drive_link,
,nlg,,00224,09-04-2024,LEILA GASAUI IRRIBARRA,"DEVOLUCION DE POLIZA PARA GARANTIZAR LA SERIEDAD DE LA OFERTA DEL PROYECTO ""ADQUISICION DE CAMARAS DE TELEVIGILANCIA REGION DE ÑUBLE"".",CRISTIAN QUIROZ REYES,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1BYxdsFrmfkiyLfhX9cYS-VNWguysPN3Z/view?usp=drive_link,
,nlg,,00223,09-04-2024,LEILA GASAUI IRRIBARRA,"DEVOLUCION DE BOLETA DE GARANTIA DE SERIEDAD DE LA OFERTA DEL PROYECTO ""ADQUISICION DE CAMARAS DE TELEVIGILANCIA REGION DE ÑUBLE"".",CRISTIAN QUIROZ REYES,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1DxBqE6rl1k3sUADKa9wCfAMPeL2Vu_Pc/view?usp=drive_link,
,nlg,,00222,09-04-2024,LEILA GASAUI IRRIBARRA,"DEVOLUCION DE BOLETA DE GARANTIA DE SERIEDAD DE LA OFERTA DEL PROYECTO ""ADQUISICION DE CAMARAS DE TELEVIGILANCIA REGION DE ÑUBLE"".",CRISTIAN QUIROZ REYES,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1Nh1Us64BY17u3ud2oQH5B4rPu7sjUiaS/view?usp=drive_link,
,poh,,00221,08-04-2024,ALICIA CONTRERAS VIELMA,REVISION TRANSPARENCIA ACTIVA.,PAMELA ORELLANA HERRERA,DOCDIGITAL,,,,https://drive.google.com/file/d/1ksQn_FJTmpCcvHZeNTLORhIHhrIwZV-6/view?usp=drive_link,
,rbh,,00220,08-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA OBRAS ASOCIATIVAS DE RIEGO REGION DE ÑUBLE"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1AzgPMlbwPBV4Tpm6H3OlBi6-ABEXzfLJ/view?usp=drive_link,
,rbh,,00219,08-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA OBRAS ASOCIATIVAS DE RIEGO REGION DE ÑUBLE"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1R83REc4sg7NuQ5QKOsL9i1akTrVV7q8q/view?usp=drive_link,
,rbh,,00218,08-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA OBRAS ASOCIATIVAS DE RIEGO REGION DE ÑUBLE"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1AccRFUnVDLZ2wPwupkyb9zS_nddXmxEA/view?usp=drive_link,
,jzp,,00217,08-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA OBRAS ASOCIATIVAS DE RIEGO REGION DE ÑUBLE"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/17AIPRwSajkrEk3ZbEPsQNNEnPT8Z5B6m/view?usp=drive_link,
,ctc,,00216,08-04-2024,CLAUDIA CABRERA TORRES,RESPUESTA MEMO 2B/207 SEGUN CAUSA RIT P-231-2024.,LEILA GASAUI IRRIBARRA,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/17vJlMrncEvti7uDaws4Vrl7vg-FizbAF/view?usp=drive_link,
,crh,,00215,08-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE GASTOS ""TRANSFERENCIA APOYO A NIÑAS, NIÑOS Y ADOLECENTES CON TRASTORNO DEL ESPECTRO AUTISTA DE ÑUBLE"".",TAMARA VALENZUELA FUENTEALBA,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1joOBMMz0wqNb8fjVnftHen3pZvvBq2sW/view?usp=drive_link,
,crh,,00214,08-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE GASTOS ""TRANSFERENCIA APOYO A NIÑAS, NIÑOS Y ADOLECENTES CON TRASTORNO DEL ESPECTRO AUTISTA DE ÑUBLE"".",TAMARA VALENZUELA FUENTEALBA,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/13XlDCL4W0MUcUAtixisZtBa1Po5THL8m/view?usp=drive_link,
,cnr,,00213,05-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE GASTOS ""TRANSFERENCIA AGRICULTURA SOSTENIBLE: DEL RESIDUO A LA ENMIENDA"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1n6c3cqbueGiT4nODZzfvVlNDOmjj7RaT/view?usp=drive_link,
,cnr,,00212,05-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE GASTOS ""TRANSFERENCIA AGRICULTURA SOSTENIBLE: DEL RESIDUO A LA ENMIENDA"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1QHR8i--PRR2f_jmePqbV5nQVnCYm2N0i/view?usp=drive_link,
,cnr,,00211,05-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE GASTOS ""TRANSFERENCIA AGRICULTURA SOSTENIBLE: DEL RESIDUO A LA ENMIENDA"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1WJ_6zkpe1Pvz4aR4KXYg5wLv8RtrG0Y4/view?usp=drive_link,
,cnr,,00210,05-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE GASTOS ""TRANSFERENCIA AGRICULTURA SOSTENIBLE: DEL RESIDUO A LA ENMIENDA"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1zrubkJ4cH452CLgFx6O9SN1zjB-tvGWw/view?usp=drive_link,
,jzp,,00209,05-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE GASTOS ""TRANSFERENCIA FORTALECIMIENTO DEL CAPITAL SOCIAL COMUNITARIO ENFOQUE TERRITORIAL REGION DE ÑUBLE"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1AE_3zgybvx22VzNrciTpEDa5zAYP3OpZ/view?usp=drive_link,
,lgi,,00208,05-04-2024,HECTOR VIILLABLANCA FONSECA,REITERA MATERIAS A REGULARIZAR POR EL AREA DE MANTENCION.,LEILA GASAUI IRRIBARRA,E-MAIL,,,,https://drive.google.com/file/d/1o5D-IT2bNbyUljLO4ryFNHOW5uCABgV2/view?usp=drive_link,
,jepg,,00207,05-04-2024,LEILA GASAUI IRRIBARRA,"CAUSA RIT P-231-2024, CARATULADA ""AFP UNO S.A. CON GOBIERNO REGIONAL DE ÑUBLE"" DEL JUZGADO DE LETRAS DEL TRABAJO DE CHILLAN.",CLAUDIA CABRERA TORRES,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/12FYcQ_WbHG3uH5dsRpSZf_P102CTI-03/view?usp=drive_link,
,ccn,,00206,05-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA SELLO DE ORIGEN PARA MAIZ AMARILLO Y UVA CORINTA"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1GdBO8JKRBWF68vBiOjAhqki817sypySa/view?usp=drive_link,
,ccn,,00205,05-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA SELLO DE ORIGEN PARA MAIZ AMARILLO Y UVA CORINTA"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1CF6jBM92t1Elbpqp1hzNA9ZuwEqhYJvW/view?usp=drive_link,
,ccn,,00204,05-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA SELLO DE ORIGEN PARA MAIZ AMARILLO Y UVA CORINTA"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1lxF9DxITXt5FuY6YcWMNsSydPflgroKz/view?usp=drive_link,
,ccn,,00203,05-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA ÑUBLE ECOPACKS: ECONOMIA CIRCULAR SUSTENTABLE"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,, ,,https://drive.google.com/file/d/1c83oKxeRZDUeBoWSwQgDSyoc2mQTk2Tp/view?usp=drive_link,
,jpch,,00202,04-04-2024,DIRECTIVOS Y FUNCIONARIOS GOBIERNO REGIONAL DE ÑUBLE,INSTRUYE IMPLEMENTACION DE PLATAFORMA DOC DIGITAL EN EL GOBIERNO REGIONAL.,JUAN PABLO CHORIBIT,DOCDIGITAL,,,,https://drive.google.com/file/d/1u5UqqOMSqGVW4GgM5-VaZIL-4EMTYkFT/view?usp=drive_link,
,jzp,,00201,04-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA INTERNACIONALIZACION VITIVINICOLA DEL VALLE DEL ITATA Y SUS ZONAS DE REZAGO REGION DE ÑUBLE"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1N1qjYxCpG6-p38ZHRsTRmSPfWaE7tcPV/view?usp=drive_link,
,jzp,,00200,04-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA DE EXPERIMENTOS PILOTOS EN PROCESOS LOGISTICOS PARA LA TRANSFDRENCIA DE UN HUB LOGISTICO EN LA REGION DE ÑUBLE"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1doonlgiLR4G98MEQoRXZaXcrwUC8pMCj/view?usp=drive_link,
,jzp,,00199,04-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA MANEJO HIDRICO SUSTENTABLE DEL CULTIVO DE ARROZ"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/14nVPdtEHVKEDXeSUNyRPvJIr_GKh5-J0/view?usp=drive_link,
,jbd,,00198,04-04-2024,RUBEN SANDOVAL GANGAS,"SE ENVIA INICIATIVA A CONSULTA A REVISION DE REEVALUACION CORRESPONDIENTE A INICIATIVA ""TRANSFERENCIA FORTALECIMIENTO DE LA PROMOCION DEL TURISMO PARA LA TERCERA EDAD - REGION DE ÑUBLE"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1nFFxcjhIyVD-ioHGCw9hOLrhT-Rmal-U/view?usp=drive_link,
,ccn,,00197,04-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA ÑUBLE ECOPACKS: ECONOMIA CIRCULAR SUSTENTABLE"".",CAMILA CANAHUATE NAVARRETE,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1MXVRuqJ7j_YJlSAxDC_vu-3V1CqhiXBf/view?usp=sharing,
,ccn,,00196,03-04-2024,LEILA GASAUI IRRIBARRA,ENVIO INFORME VISITAS DISTRITOS DE INNOVACION MEDELLIN Y BOGOTA.,CAMILA CANAHUATE NAVARRETE,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1JHRsitW0vdxjVdD8cLNYRV9XBaRU1QGv/view?usp=drive_link,
,psps,,00195,03-04-2024,TAMARA VALENZUELA FUENTEALBA,POSTULACION VINCULCION CON EL MEDIO 2024.,CRISTIAN QUIROZ REYES,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/19hHxSasX1mQ195OhFwGEgmePe6cwS5Vr/view?usp=drive_link,
,jzp,,00194,03-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA SENSORES REMOTOS Y APICULTURA NATURAL REGENERATIVA"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/161MfjzbbyDGil20YjV9HeTmqB70jSBCe/view?usp=drive_link,
,jzp,,00193,02-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA OPTIMIZACION DE LA GESTION DE COSECHA EN CEREZA"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/14E2PcBeZoS0nI7VCfIC1Z78QwNUihdwv/view?usp=drive_link,
,psps,,00192,02-04-2024,RUBEN SANDOVAL GANGAS,"RESPUESTA A REQUERIMIENTO CONSEJERA REGIONAL LORENA VERA ARRIAGADA, AVANCE PROYECTO TELETON.",CRISTIAN QUIROZ REYES,E-MAIL,,,,https://drive.google.com/file/d/1zOX56IhEy11BGyZ4eEUrRgjKmu-fmwGA/view?usp=drive_link,
,jsmt,,00191,02-04-2024,VICTOR ESCOBAR GARDELLA,RESOLUCIONES PARA COBROS DE LICENCIAS MEDICAS.,JOSE SAN MARTIN TORRES,E-MAIL,,,,https://drive.google.com/file/d/1pUilWloAY2tp9Rp_oyApeXtxZaDC-p-c/view?usp=drive_link,
,jbd,,00190,02-04-2024,RUBEN SANDOVAL GANGAS,"SE ENVIA INICIATIVAS A CONSULTA A REVISION DE REEVALUACION CORRESPONDIENTE A INICIATIVA ""DIFUSION RALLY MOBIL ÑUBLE 2023 REGION DE ÑUBLE"".",JORGE ROMERO VILLALOBOS,E-MAIL,,,,https://drive.google.com/file/d/1Mp5OfMMrWhykhHV_25yA7oK0TOM9bEi2/view?usp=drive_link,
,cjg,,00189,01-04-2024,LEILA GASAUI IRRIBARRA,"REMITE BOLETA DE GARANTIA N°0289639 ""ADQUISICION BUS DE TRASLADO DE ADULTOS MAYORES, CHILLAN VIEJO"".",RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1WEy3EgqScWgtsHqktfH2WRvV0H6LKea3/view?usp=drive_link,
,pnj,,00188,01-04-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA RECARGA DE POZO CON AGUA LLUVIA PARA USO AGRICOLA"".",CRISTIAN QUIROZ REYES,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1WEy3EgqScWgtsHqktfH2WRvV0H6LKea3/view?usp=drive_link,
,psp,,00187,01-04-2024,CRISTIAN QUIROZ REYES,"INFORMA SITUACION PROYECTO ""REPOSICION CUARTEL DE BOMBEROS 5° COMPAÑIA DE CHILLAN"".",RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1vY9cmK1ofzHnPN6y7HKTYKbZjTv_QuoO/view?usp=drive_link,
,aam,,00186,27-03-2024,CLARA TOLEDO CORTES,SOLICITA RECONOCIMIENTO DE BIENIOS FUNCIONARIO PABLO TRONCOSO ALARCON.,LEILA GASAUI IRRIBARRA,E-MAIL,,,,https://drive.google.com/file/d/1vY9cmK1ofzHnPN6y7HKTYKbZjTv_QuoO/view?usp=drive_link,
