SUB,ITEM, ASIG,CODIGO,UNIDAD TECNICA ,NOMBRE DE LA INICIATIVA,PROVINCIA,COMUNA, MONTO FNDR M$ ,Nº RES INCORPORA/ CERT CORE,FECHA RES INCORPORA/ CERT CORE,Nº RES CREA ASIGNACIÓN,FECHA RES CREA  ASIGNACIÓN,ESTADO DE CONVENIO,FECHA FIRMA DE CONVENIO ,Nº RES APRUEBA CONVENIO ,FECHA RES APRUEBA CONVENIO,TIPO DE RESOLUCIÓN ,ESTADO CONVENIO EN CGR,FECHA TOMA DE RAZON DE CGR,Nº OFICIO ENVIA CONVENIO,FECHA OFICIO ENVIA CONVENIO,REFERENTE TECNICO O CONTRAPARTE TECNICA,Nº RES REFERENTE TECNICO
31,02,-,40061308,GORE," CONSERVACIÓN CUBIERTA EDIFICIO PÚBLICO, CHILLÁN",,CHILLÁN, $ 136.091 ,137,22/03/2024,19,01/04/2024,ENCOMENDADO DIT,-,-,-,-,-,-,-,-,DIT,-
24,03,477,40048669,CORFO,TRANSFERENCIA REACTIVACIÓN Y TRANSFORMACIÓN ECONÓMICA DE LAS MI PYMES DE LA REGIÓN DE ÑUBLE,REGIONAL,REGIONAL, $ 14.201.526 ,794/2023,31/10/2023,47,27/03/2024,FIRMADO,27/09/2024,123,03/10/2024,AFECTA,T.R CON ALCANCES,21/10/2024,,,JAVIER ZAPATA PARRA,RES EN TRAMITE
29,05,-,40037476,MUNICIPALIDAD DE  RANQUIL,"ADQUISICIÓN DE UNA MOTONIVELADORA, COMUNA DE RÁNQUIL",ITATA,RÁNQUIL, $ 276.961 ,682,05/06/2023,682,05/06/2023,FIRMADO,30/08/2023,124,13/09/2023,AFECTA,TOMADO DE RAZON,18/10/2023,,,CRISTIAN JAQUE GUZMAN ,1293/19.12.2023
29,03,-,40051791,MUN. NINHUE,"REPOSICION CAMION RECOLECTOR DE RESIDUOS SOLIDOS DOMICILIARIOS, NINHUE",ITATA,NINHUE, $ 153.355 ,963,05/09/2023,963,05/09/2023,FIRMADO,25/08/2023,125,13/09/2023,AFECTA,TOMADO DE RAZON,18/10/2023,,,CRISTIAN JAQUE GUZMAN ,1293/19.12.2023
31,02,,40059771,MUNICIPALIDAD DE NINHUE,"CONSTRUCCION CANCHA DE FUTBOL, SECTOR HUALTE, COMUNA DE NINHUE",ITATA,NINHUE, $ 29.750 ,989,11-07-2024,80,26-07-2024,FIRMADO,25-09-2024,126,04-10-2024,AFECTA,T.R CON ALCANCES,29-10-2024,,,DIPLADE,
31,02,004,40047232,MUN. QUIRIHUE,"CONSTRUCCIÓN CANCHA CENTRO RECREATIVO MUNICIPAL JOSÉ PEDRERO HADI, COMUNA DE QUIRIHUE",ITATA,QUIRIHUE, $ 379.850 ,714,19-06-2023,74,27-06-2023,FIRMADO,16-08-2023,127,13-09-2023,AFECTA,T.R CON ALCANCES,17-10-2023,,,JAVIER BRITO AGUAYO,317/10.05.2024
31,02,004,40049625,MUNICIPALIDAD DE PORTEZUELO,"CONSTRUCCIÓN CANCHA DE PASTO SINTÉTICO SECTOR LLAHUEN, COMUNA DE PORTEZUELO",ITATA,PORTEZUELO, $ 379.942 ,714,19-06-2023,74,27-06-2023,FIRMADO,16-08-2023,128,13-09-2023,AFECTA,TOMADO DE RAZON,17-10-2023,,,JAVIER BRITO AGUAYO,317/10.05.2024
31,02,,40049141,MUNICIPALIDAD DE  PINTO,CONSTRUCCION GIMNASIO MUNICIPAL DE LA COMUNA DE PINTO,DIGUILLÍN,PINTO, $ 144.000 ,1040,05-09-2024,104,10-09-2024,FIRMADO,02-10-2024,128,04-10-2024,AFECTA,TOMADO DE RAZON,21-10-2024,1526,07-10-2024,DIPLADE,
31,02,,40049791,MUNICIPALIDAD DE NINHUE,"CONSERVACION ESCUELA GLORIAS NAVALES, COMUNA DE NINHUE",ITATA,NINHUE, $ 215.466 ,522,17-07-2024,74,18-07-2024,FIRMADO,28-08-2024,129,04-10-2024,AFECTA,TOMADO DE RAZON,25-10-2024,,,PABLO TRONCOSO ALARCÓN,
31,02,-,40048792,MUN. CH VIEJO,"MEJORAMIENTO ESPEJO DE AGUA E ILUMINACIÓN, MURAL MARÍA MARTNER, CHILLÁN VIEJO",DIGUILLÍN,CHILLÁN VIEJO, $ 225.193 ,841,01/08/2023,97,03/08/2023,FIRMADO,22/09/2023,132,26/09/2023,AFECTA,TOMADO DE RAZON,18/10/2023,,,JAVIER BRITO AGUAYO,1292/19.12.2023
31,02,,40022275,MUNICIPALIDAD DE YUNGAY,"CONSERVACIÓN LICEO CAMPANARIO, YUNGAY",DIGUILLÍN,YUNGAY, $ 450.000 ,637,16-08-2024,99,28-08-2024,FIRMADO,11-10-2024,133,16-10-2024,AFECTA,TOMADO DE RAZON,11-11-2024,1698,14-11-2024,CAROLINA SEREY PROVOSTE,
24,03,486,40055996,SSÑ,TRANSFERENCIA CASA ACOGIDA PARA PACIENTES Y FAMILIARES DEL HOSPITAL REGIONAL DE ÑUBLE ,REGIONAL,REGIONAL, $ 147.319 ,N/A,,46,16/04/2024,FIRMADO,25/07/2024,593,01/08/2024,EXENTA,N/A,,,,CAROLINA RODRIGUEZ IZMERI,
31,02,-,40048997,UBB,CONSTRUCCION LABORATORIOS PARA LA CARRERA DE QUIMICA Y FARMACIA - UBB REGIÓN DE ÑUBLE,REGIONAL,REGIONAL, $ 866.250 ,712/2023,20/07/2023,97,03/08/2023,FIRMADO,25/09/2023,135,02/10/2023,AFECTA,T.R CON ALCANCES,17/10/2023,,,JAVIER BRITO AGUAYO,317/10.05.2024
33,03,125,40050612,MUNICIPALIDAD DE  PINTO,"REPOSICION PISCINA MUNICIPAL, COMUNA DE PINTO",DIGUILLÍN,PINTO, $ 168.577 ,298,07-05-2024,298,07-05-2024,FIRMADO,23-05-2024,392,30-05-2024,EXENTA,N/A,N/A,821,31-05-2024,CARLOS JUNGJOHANN MUÑOZ,
33,03,125,40060965,MUNICIPALIDAD DE  PINTO,"CONSTRUCCION LUMINARIAS PÚBLICAS SOLARES Y/O TECNOLOGIA LED DIVERSOS SECTORES, COMUNA PINTO",DIGUILLÍN,PINTO, $ 165.641 ,298,29-04-2024,298,07-05-2024,FIRMADO,23-05-2024,386,30-05-2024,EXENTA,N/A,N/A,821,31-05-2024,CARLOS JUNGJOHANN MUÑOZ,
33,03,125,40042933,MUNICIPALIDAD DE  RANQUIL,"CONSTRUCCIÓN GRADERÍAS Y CIERRO DE PROTECCIÓN CANCHA DEPORTIVA EL PLAYA, COMUNA DE RÁNQUIL",ITATA,RÁNQUIL, $ 72.849 ,298,07-05-2024,298,07-05-2024,FIRMADO,14-06-2024,444,26-06-2024,EXENTA,N/A,N/A,954,27-06-2024,PABLO TRONCOSO ALARCON ,279/02.05.2024
33,03,125,40060479,MUN. NINHUE,"CONSTRUCCION CUBIERTA MULTICANCHA LICEO ARTURO PRAT, COMUNA DE NINHUE",ITATA,NINHUE, $ 173.885 ,298,07-05-2024,298,07-05-2024,FIRMADO,14-06-2024,431,24-06-2024,EXENTA,N/A,N/A,934,26-06-2024,PABLO TRONCOSO ALARCON ,279/02.05.2024
33,03,125,40060786,MUN. CH VIEJO,"REPOSICIÓN SEÑALÉTICAS DIVERSOS SECTORES, CHILLÁN VIEJO",DIGUILLÍN,CHILLÁN VIEJO, $ 136.000 ,298,07-05-2024,298,07-05-2024,FIRMADO,14-06-2024,428,24-06-2024,EXENTA,N/A,N/A,935,26-06-2024,JAVIER BRITO AGUAYO,
33,03,125,40060856,MUN. CHILLAN,"CONSTRUCCIÓN CENTRO ADULTO MAYOR SECTOR PONIENTE, CHILLÁN",DIGUILLÍN,CHILLÁN, $ 157.084 ,298,07-05-2024,298,07-05-2024,FIRMADO,28-06-2024,557,24-07-2024,EXENTA,N/A,N/A,1097,25-07-2024,JAVIER BRITO AGUAYO,
33,03,125,40060858,MUN. CHILLAN,"CONSTRUCCION SEDE SOCIAL AGRUPACION DE PARKINSON, CHILLAN",DIGUILLÍN,CHILLÁN, $ 150.940 ,298,07-05-2024,298,07-05-2024,FIRMADO,26/06/2024,521,7/17/2024,EXENTA,N/A,N/A,1054,7/18/2024,JAVIER BRITO AGUAYO,
33,03,125,40060964,MUN. QUILLON,"CONSTRUCCION EQUIPAMIENTO COMUNITARIO DE SEGURIDAD, DIVERSOS SECTORES COMUNA DE QUILLON",DIGUILLÍN,QUILLÓN , $ 156.439 ,298,07-05-2024,298,07-05-2024,FIRMADO,24/07/2024,569,7/26/2024,EXENTA,N/A,N/A,1139,8/1/2024,CARLOS JUNGJOHANN MUÑOZ,
33,03,125,40056264,MUN. QUILLON,"CONSTRUCCION PATIO TECHADO ESCUELA PUERTO FRUTALES DE COYANCO, QUILLON",DIGUILLÍN,QUILLÓN , $ 174.030 ,298,07-05-2024,298,07-05-2024,FIRMADO,24/07/2024,573,7/26/2024,EXENTA,N/A,N/A,1139,8/1/2024,CARLOS JUNGJOHANN MUÑOZ,
33,03,125,40061826,MUN. QUIRIHUE,CONSTRUCCION AMPLIACION ILUMINACION PUBLICA EN DOS SECTORES SE QUIRIHUE,ITATA,QUIRIHUE, $ 39.158 ,298,07-05-2024,298,07-05-2024,FIRMADO,14/06/2024,451,28-06-2024,EXENTA,N/A,N/A,963,28-06-2024,PABLO TRONCOSO ALARCON ,
31,02,,40054644,MUNICIPALIDAD DE NINHUE,"REPOSICION AVENIDA NUESTRA SEÑORA DEL ROSARIO, COMUNA DE NINHUE",ITATA,NINHUE, $ 73.283 ,1013,08-08-2024,99,28-08-2024,FIRMADO,25-09-2024,137,21-10-2024,AFECTA,TOMADO DE RAZON,12-11-2024,1696,14-11-2024,DIPLADE,
33,03,125,30483016,MUN. SAN NICOLAS,"CONSTRUCCION GRADERIAS MEDIALUNA SECTOR EL MANZANO, SAN NICOLAS",PUNILLA,SAN NICOLÁS, $ 141.795 ,214,09-04-2024,214,09-04-2024,FIRMADO,13-05-2024,345,20-05-2024,EXENTA,N/A,N/A,765,22-05-2024,CAROLINA SEREY PROVOSTE,
29,03/05,,40062691,GORE,ADQUISICION MAQUINARIAS Y VEHICULOS PARA ÑUBLE,,REGIONAL, $ 11.973.472 ,941/2024,16/05/2024,,,ENCOMENDADO DIT,-,-,-,-,-,-,-,-,DIT,-
24,03,478,40058836,SERNATUR,TRANSFERENCIA FORTALECIMIENTO DEL TURISMO SOCIAL EN LA REGIÓN DE ÑUBLE,REGIONAL,REGIONAL, $ 431.285 ,891/2024,07/03/2024,47,27/03/2024,FIRMADO,13/09/2024,138,18/10/2024,AFECTA,T.R CON ALCANCES,12/11/2024,,,DIDESOH,
31,02,-,40048490,MUN. BULNES,"CONSTRUCCION CANCHA DE FUTBOL EN PASTO SINTÉTICO ANFA, VILLA EL PROGRESO, COMUNA DE BULNES",DIGUILLÍN,BULNES, $ 380.000 ,841,01/08/2023,97,03/08/2023,FIRMADO,03/10/2023,139,11/10/2023,AFECTA,TOMADO DE RAZON,03/11/2023,,,JORGE OÑATE CASTRO,1292/19.12.2023
33,03,125,40060784,MUN COELEMU,"MEJORAMIENTO PLAZA CIVICA, COMUNA DE COELEMU",ITATA,COELEMU, $ 174.546 ,416,14-06-2024,416,14-06-2024,FIRMADO,10-07-2024,560,25-07-2024,EXENTA,N/A,,,,CARLOS JUNGJOHANN MUÑOZ,
33,03,125,40060472,MUN. NINHUE,"CONSTRUCCION SEDE ADULTO MAYOR, SECTOR SAN JUAN, COMUNA DE NINHUE",ITATA,NINHUE, $ 152.472 ,416,14-06-2024,416,14-06-2024,FIRMADO,29-06-2024,558,24-07-2024,EXENTA,N/A,N/A,1095,25-07-2024,PABLO TRONCOSO ALARCON ,
33,03,125,40060855,MUN. CHILLAN,"CONSTRUCCION ZONA DE JUEGOS EN DISTINTAS AREAS DE LA COMUNA, CHILLÁN",DIGUILLÍN,CHILLÁN, $ 166.513 ,416,14-06-2024,416,14-06-2024,FIRMADO,12-07-2024,665,28-08-2024,EXENTA,N/A,N/A,1295,30-08-2024,JAVIER BRITO AGUAYO,
33,03,125,40060471,MUN. NINHUE,"MEJORAMIENTO DE CAMINOS CON SUPRESORES DE POLVO, COMUNA DE NINHUE",ITATA,NINHUE, $ 174.500 ,416,14-06-2024,416,14-06-2024,FIRMADO,29-06-2024,550,23-07-2024,EXENTA,N/A,N/A,1095,25-07-2024,PABLO TRONCOSO ALARCON ,
33,03,125,40053643,MUNICIPALIDAD DE  EL CARMEN,"CONSTRUCCION CAMARINES CLUB UNIVERSIDAD CATOLICA SECTOR LOMA DE HORNO, EL CARMEN",DIGUILLÍN,EL CARMEN , $ 132.858 ,416,14-06-2024,416,14-06-2024,FIRMADO,19-07-2024,559,25-07-2024,EXENTA,N/A,N/A,1145,01-08-2024,JORGE OÑATE CASTRO,
33,03,125,40055011,MUNICIPALIDAD DE  EL CARMEN,"CONSTRUCCION CAMARINES SECTOR CASTAÑAL, COMUNA EL CARMEN",DIGUILLÍN,EL CARMEN , $ 152.611 ,416,14-06-2024,416,14-06-2024,FIRMADO,25-07-2024,570,26-07-2024,EXENTA,N/A,N/A,1145,01-08-2024,JORGE OÑATE CASTRO,
33,03,125,40055810,MUNICIPALIDAD DE  EL CARMEN,"CONSTRUCCION CAMARINES Y CIERRE PERIMETRAL CANCHA SECTOR CALLE DAVILA, COMUNA EL CARMEN",DIGUILLÍN,EL CARMEN , $ 165.682 ,416,14-06-2024,416,14-06-2024,FIRMADO,19-07-2024,533,23-07-2024,EXENTA,N/A,N/A,1145,01-08-2024,JORGE OÑATE CASTRO,
33,03,125,40046205,MUN. SAN NICOLAS,"CONSTRUCCION ILUMINACION ESTADIO PUENTE ÑUBLE, COMUNA DE SAN NICOLAS",PUNILLA,SAN NICOLÁS, $ 160.509 ,416,14-06-2024,416,14-06-2024,FIRMADO,26-07-2024,592,01-08-2024,EXENTA,N/A,N/A,1164,05-08-2024,CAROLINA SEREY PROVOSTE,
33,03,125,40061297,MUNICIPALIDAD DE  CHILLAN VIEJO,MEJORAMIENTO DEMARCACION VIAL DIFERENTES SECTORES DE LA COMUNA DE CHILLÁN VIEJO,DIGUILLÍN,CHILLÁN VIEJO, $ 163.770 ,416,14-06-2024,416,14-06-2024,FIRMADO,08-07-2024,518,15-07-2024,EXENTA,N/A,N/A,1045,17-07-2024,JAVIER BRITO AGUAYO,
29,03,-,40055629,MUN. CH VIEJO,"ADQUISICION BUS DE TRASLADO DE ADULTOS MAYORES, CHILLAN VIEJO",DIGUILLÍN,CHILLÁN VIEJO, $ 73.604 ,1099,19/10/2023,1099,19/10/2023,FIRMADO,20/10/2023,155,15/11/2023,AFECTA,T.R CON ALCANCES,28/11/2023,,,CRISTIAN JAQUE GUZMAN ,1293/19.12.2023
29,03,-,40055660,MUN. CH VIEJO,"ADQUISICION FURGON DE TRASLDO, CHILLAN VIEJO",DIGUILLÍN,CHILLÁN VIEJO, $ 50.589 ,1099,19/10/2023,1099,19/10/2023,FIRMADO,20/10/2023,156,15/11/2023,AFECTA,T.R CON ALCANCES,28/11/2023,,,CRISTIAN JAQUE GUZMAN ,1293/19.12.2023
33,03,467,40054741,SERVIU,"TRANSFERENCIA ADQUISICION DE TERRENOS 2023, REGION DE ÑUBLE",REGIONAL,REGIONAL, $ 2.088.853 ,N/A,N/A,96,01-08-2023,FIRMADO,14-11-2023,157,17-11-2023,AFECTA,TOMADO DE RAZON,23-11-2023,,,NICOLAS LARA GONZALEZ,433/24.06.2024
33,03,457,40047028,SERCOTEC,TRANSFERENCIA FNDR DE EMERGENCIA DE FOMENTO PRODUCTIVO PARA ZONA DE REZAGO,REGIONAL,REGIONAL, $ 1.000.000 ,N/A,N/A,66,26-05-2023,FIRMADO,17-11-2023,158,20-11-2023,AFECTA,TOMADO DE RAZON,23-11-2023,,,ELIAS JARA ACEVEDO,1294/19.12.2023
29,05,-,40056975,SSÑ,ADQUISICION CONTENEDORES PARA HABILITACION CAMAS PSIQUIATRIA INFANTO ADOLECENTE HCHM,DIGUILLÍN,CHILLÁN, $ 299.657 ,1013,28/09/2023,1013,28/09/2023,FIRMADO,07/11/2023,159,21/11/2023,AFECTA,TOMADO DE RAZON,30/11/2023,,,CRISTIAN JAQUE GUZMAN ,1293/19.12.2023
33,03,125,40059096,MUN. NINHUE,"CONSTRUCCIÓN LUMINARIAS EN VARIOS SECTORES RURALES, COMUNA DE NINHUE",ITATA,NINHUE, $ 166.583 ,430,24-06-2024,430,24-06-2024,FIRMADO,26-07-2024,602,05-08-2024,EXENTA,N/A,N/A,1178,07-08-2024,PABLO TRONCOSO ALARCON ,
33,03,125,40059560,MUN. COBQUECURA,"INSTALACIÓN LUMINARIAS DE EMERGENCIA SOLAR PÚBLICA, COMUNA DE COBQUECURA 2024",ITATA,COBQUECURA, $ 106.653 ,430,24-06-2024,430,24-06-2024,FIRMADO,24-07-2024,748,13-09-2024,EXENTA,N/A,,,,JORGE OÑATE,
33,03,125,40060347,MUN. CH VIEJO,"MEJORAMIENTO ÁREAS VERDES VILLA ALTOS DE SANTA RITA, CHILLÁN VIEJO",DIGUILLÍN,CHILLÁN VIEJO, $ 174.450 ,430,24-06-2024,430,24-06-2024,FIRMADO,29-06-2024,520,15-07-2024,EXENTA,N/A,N/A,1045,17-07-2024,JAVIER BRITO AGUAYO,
33,03,125,40059765,MUN. YUNGAY,"CONSTRUCCIÓN DE SISTEMA DE CÁMARAS DE TELEVIGILANCIA EN DIVERSOS SECTORES, YUNGAY",DIGUILLÍN,YUNGAY, $ 136.310 ,430,24-06-2024,430,24-06-2024,FIRMADO,24-07-2024,604,07-08-2024,EXENTA,N/A,N/A,1182,08-08-2024,CAROLINA SEREY PROVOSTE ,
33,03,125,40059757,MUN. YUNGAY,CONSTRUCCIÓN SISTEMA DE CÁMARAS DE VIGILANCIA E ILUMINACIÓN PÚBLICA DIVERSOS SECTORES YUNGAY,DIGUILLÍN,YUNGAY, $ 151.749 ,430,24-06-2024,430,24-06-2024,FIRMADO,24-07-2024,607,07-08-2024,EXENTA,N/A,N/A,1182,08-08-2024,CAROLINA SEREY PROVOSTE ,
33,03,125,40061493,MUN. PEMUCO,INSTALACIÓN ALUMBRADO DIVERSOS SECTORES DE PEMUCO,DIGUILLÍN,PEMUCO, $ 165.917 ,430,24-06-2024,430,24-06-2024,FIRMADO,22-07-2024,574,26-07-2024,EXENTA,N/A,N/A,1116,30-07-2024,JAVIER BRITO AGUAYO,
33,03,125,40062019,MUN. ÑIQUEN ,INSTALACIÓN LUMINARIAS EN DIFERENTES JUNTAS DE VECINOS DE LA COMUNA DE ÑIQUEN.,PUNILLA,ÑIQUÉN, $ 145.286 ,430,24-06-2024,430,24-06-2024,FIRMADO,03-07-2024,556,24-07-2024,EXENTA,N/A,N/A,,,JAVIER BRITO AGUAYO,
33,03,459,40052126,MUNICIPALIDAD DE  EL CARMEN,"TRANSFERENCIA CENTRO INTEGRAL DE LA MUJER, COMUNA DE EL CARMEN",DIGUILLÍN,EL CARMEN , $ 145.000 ,583/2022,29-12-2024,66,26-05-2023,FIRMADO,10-11-2023,1200,20-11-2023,EXENTA,N/A,N/A,,,NO TIENE ,
33,03,125,40050859,MUNICIPALIDAD DE CHILLÁN,"MEJORAMIENTO CANCHAS BRISAS DEL BICENTENARIO Y LOS VOLCANES 6 Y 7, CHILLÁN",DIGUILLÍN,CHILLÁN, $ 132.940 ,693,30-08-2024,693,30-08-2024,FIRMADO,12-09-2024,842,03-10-2024,EXENTA,N/A,N/A,1519,04-10-2024,JAVIER BRITO AGUAYO,
33,03,125,40065537,MUNICIPALIDAD DE COIHUECO,"CONSTRUCCIÓN GRADERÍAS CANCHAS DE FÚTBOL, COMUNA DE COIHUECO",PUNILLA,COIHUECO, $ 172.534 ,693,30-08-2024,693,30-08-2024,FIRMADO,26-09-2024,871,07-10-2024,EXENTA,N/A,,,,CAROLINA SEREY PROVOSTE,
33,03,125,40061258,MUNICIPALIDAD DE QUILLON,"CONSTRUCCIÓN ESPACIO PÚBLICO SECTOR COYANCO, QUILLÓN",DIGUILLÍN,QUILLÓN , $ 60.282 ,693,30-08-2024,693,30-08-2024,FIRMADO,12-09-2024,807,26-09-2024,EXENTA,N/A,N/A,1467,30-09-2024,CARLOS JUNGJOHANN MUÑOZ,
33,03,125,40056402,MUNICIPALIDAD DE TREHUACO,"MEJORAMIENTO ESTADIO MUNICIPAL, COMUNA DE TREHUACO",ITATA,TREHUACO, $ 174.528 ,693,30-08-2024,693,30-08-2024,FIRMADO,26-09-2024,921,15-10-2024,EXENTA,N/A,,,,CARLOS JUNGJOHANN MUÑOZ,
33,03,125,40064476,MUNICIPALIDAD DE COIHUECO,"CONSTRUCCIÓN ALUMBRADO PÚBLICO DIVERSOS SECTORES RURALES, COMUNA DE COIHUECO.",PUNILLA,COIHUECO, $ 147.078 ,693,30-08-2024,693,30-08-2024,FIRMADO,26-09-2024,872,07-10-2024,EXENTA,N/A,,,,CAROLINA SEREY PROVOSTE,
33,03,125,40062089,MUNICIPALIDAD DE ÑIQUEN,CONSTRUCCIÓN DE JUEGOS MODULARES PARA PLAZA DE ARMAS DE LOS SECTORES URBANOS DE ÑIQUÉN,PUNILLA,ÑIQUÉN, $ 157.575 ,693,30-08-2024,693,30-08-2024,FIRMADO,13-09-2024,841,03-10-2024,EXENTA,,,,,JAVIER BRITO AGUAYO,
33,03,125,40056669,MUNICIPALIDAD DE  SAN FABIAN,"MEJORAMIENTO Y AMPLIACION CUERPO DE BOMBEROS SAN FABIAN DE ALICO, COMUNA DE SAN FABIAN",PUNILLA,SAN FABIÁN, $ 174.588 ,693,30-08-2024,693,30-08-2024,FIRMADO,17-09-2024,773,24-09-2024,EXENTA,N/A,,,,PABLO TRONCOSO ALARCON ,
33,03,125,40051352,MUNICIPALIDAD DE  COBQUECURA,"AMPLIACIÓN ALUMBRADO PÚBLICO DIVERSOS SECTORES, COMUNA DE COBQUECURA",ITATA,COBQUECURA, $ 159.579 ,693,30-08-2024,693,30-08-2024,FIRMADO,10-09-2024,855,04-10-2024,EXENTA,N/A,,,,JORGE OÑATE CASTRO,
33,03,125,40065852,MUNICIPALIDAD DE  PINTO,"CONSTRUCCIÓN SALA DE CONTROL Y OBRAS COMPLEMENTARIAS, PEAS, COMUNA PINTO",DIGUILLÍN,PINTO, $ 173.123 ,693,30-08-2024,693,30-08-2024,FIRMADO,03-09-2024,708,05-09-2024,EXENTA,N/A,N/A,1329,09-09-2024,CARLOS JUNGJOHANN MUÑOZ,
33,03,125,40061033,MUNICIPALIDAD DE  SAN FABIAN,"MEJORAMIENTO MEDIALUNAS CURICA Y LUCUMAVIDA SUR, COMUNA DE SAN NICOLAS",PUNILLA,SAN NICOLÁS, $ 172.128 ,635,14-08-2024,635,14-08-2024,FIRMADO,12-09-2024,750,13-09-2024,EXENTA,N/A,,,,PABLO TRONCOSO ALARCON ,
33,03,125,40059494,MUNICIPALIDAD DE  SAN IGNACIO,"CONSTRUCCION ILUMINACIÓN SOLAR Y TELEVIGILANCIA DIVERSOS SECTORES, COMUNA DE SAN IGNACIO",DIGUILLÍN,SAN IGNACIO, $ 171.207 ,635,14-08-2024,635,14-08-2024,FIRMADO,12-09-2024,806,26-09-2024,EXENTA,N/A,N/A,1477,01-10-2024,CARLOS JUNGJOHANN MUÑOZ,
33,03,125,40062747,MUNICIPALIDAD DE  QUIRIHUE,MEJORAMIENTO COCINAS DE ESTABLECIMIENTOS EDUCACIONALES COMUNA DE QUIRIHUE,ITATA,QUIRIHUE, $ 174.163 ,635,14-08-2024,635,14-08-2024,FIRMADO,10-09-2024,856,04-10-2024,EXENTA,N/A,,,,PABLO TRONCOSO ALARCON ,
33,03,125,40060473,MUNICIPALIDAD DE  NINHUE,"CONSTRUCCIÓN SEDE ADULTO MAYOR, SECTOR PANGUE, COMUNA DE NINHUE",ITATA,NINHUE, $ 159.472 ,635,14-08-2024,635,14-08-2024,FIRMADO,10-09-2024,849,04-10-2024,EXENTA,N/A,,,,PABLO TRONCOSO ALARCON ,
33,03,125,40060783,MUNICIPALIDAD DE  COELEMU,"CONSTRUCCIÓN RECINTO DEPORTIVO Y CAMARINES CLUB DEPORTIVO ARTURO PRAT, COMUNA DE COELEMU",ITATA,COELEMU, $ 174.591 ,635,14-08-2024,635,14-08-2024,FIRMADO,24-09-2024,936,18-10-2024,EXENTA,N/A,N/A,,,CARLOS JUNGJOHANN MUÑOZ,
33,03,125,40060697,MUNICIPALIDAD DE  CHILLÁN VIEJO,"MEJORAMIENTO ÁREA VERDE VILLA LOS MAITENES RUCAPEQUÉN, CHILLÁN VIEJO ",DIGUILLÍN,CHILLÁN VIEJO, $ 172.838 ,635,14-08-2024,635,14-08-2024,FIRMADO,14-08-2024,728,12-09-2024,EXENTA,N/A,N/A,1423,17-09-2024,JAVIER BRITO AGUAYO,
33,03,125,40062261,MUNICIPALIDAD DE  CHILLÁN ,"MEJORAMIENTO COMEDOR, COCINA Y DESPENSA, ESCUELA ARTURO MUTIZABAL, CHILLÁN",DIGUILLÍN,CHILLÁN, $ 54.444 ,635,14-08-2024,635,14-08-2024,FIRMADO,30-10-2024,1097,02-12-2024,EXENTA,N/A,N/A,1784,05-12-2024,JAVIER BRITO AGUAYO,
33,03,125,40061362,MUNICIPALIDAD DE  BULNES,"CONSTRUCCION CANCHA PASTO SINTÉTICO CLUB DEPORTIVO CENTELLA, COMUNA DE BULNES",DIGUILLÍN,BULNES, $ 174.500 ,635,14-08-2024,635,14-08-2024,FIRMADO,10-09-2024,806,26-09-2024,EXENTA,N/A,N/A,1466,30-09-2024,JORGE OÑATE CASTRO,
33,03,125,40059757,MUNICIPALIDAD DE  YUNGAY,CONSTRUCCIÓN SISTEMA DE CÁMARAS DE VIGILANCIA E ILUMINACIÓN PÚBLICA DIVERSOS SECTORES YUNGAY.,DIGUILLÍN,YUNGAY, $ 151.749 ,548,23-07-2024,548,23-07-2024,FIRMADO,24-07-2024,607,07-08-2024,EXENTA,N/A,N/A,1182,08-08-2024,CAROLINA SEREY PROVOSTE ,
33,03,125,40059765,MUNICIPALIDAD DE  YUNGAY,"CONSTRUCCIÓN DE SISTEMA DE CÁMARAS DE TELEVIGILANCIA EN DIVERSOS SECTORES, YUNGAY.",DIGUILLÍN,YUNGAY, $ 151.749 ,548,23-07-2024,548,23-07-2024,FIRMADO,24-08-2024,604,07-08-2024,EXENTA,N/A,N/A,1182,08-08-2024,CAROLINA SEREY PROVOSTE ,
33,03,125,40061493,MUNICIPALIDAD DE  PEMUCO,INSTALACIÓN ALUMBRADO DIVERSOS SECTORES DE PEMUCO,DIGUILLÍN,PEMUCO, $ 165.917 ,548,23-07-2024,548,23-07-2024,FIRMADO,22-06-2024,574,26-07-2024,EXENTA,N/A,N/A,1116,30-07-2024,JAVIER BRITO AGUAYO,
33,03,125,40062019,MUNICIPALIDAD DE  ÑIQUEN,INSTALACIÓN LUMINARIAS EN DIFERENTES JUNTAS DE VECINOS DE LA COMUNA DE ÑIQUEN.,PUNILLA,ÑIQUÉN, $ 145.286 ,548,23-07-2024,548,23-07-2024,FIRMADO,03-07-2024,556,24-07-2024,EXENTA,N/A,N/A,,,JAVIER BRITO AGUAYO,
33,03,125,40062268,MUNICIPALIDAD DE  YUNGAY,"MEJORAMIENTO DE COCINA Y COMEDOR EN LICEO DE CAMPANARIO Y ESCUELA LOS MAYOS, COMUNA DE YUNGAY ",DIGUILLÍN,YUNGAY, $ 155.999 ,547,23-07-2024,547,23-07-2024,FIRMADO,30-08-2024,743,12-09-2024,EXENTA,N/A,N/A,1408,16-09-2024,CAROLINA SEREY PROVOSTE ,
