COD. ÚNICO,VIGENCIA,AÑO,AÑO PRESP.,BIP,DV,NOMBRE INICIATIVA,TIPO,PROVINCIA,COMUNA,ETAPA,TIPOLOGÍA,Categoría GORE,SUBT,ITEM,ASIG,FORMULADOR,ORIGEN,UNIDAD TÉCNICA,DIVISIÓN VINCULADA,MONTO INICIATIVA,MONTO FNDR,MONTO FINAL APROB.,GASTO VIGENTE,ESTADO ACTUAL,FECHA ESTADO ACTUAL,RATE ACTUAL,FECHA ULTIMO RATE,OBSERVACIONES GENERALES,_source_file,_cleaned_at
40045842-2022,VIGENTE,2022,2022,40045842,0,TRANSFERENCIA MECANIZACION Y MODERNIZACION PRODUCTIVA PARA AGRICULTORES DE LA REGION DE ÑUBLE,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,GLOSAS COMUNES,FOMENTO/TURISMO/INNOVACIÓN,33,,,INDAP,SECTORIAL / OTRO,INDAP,,"M$4,100","M$4,100","M$4,100",M$0,APROBADO TÉCNICAMENTE,24/11/2022,RS,24/11/2022,RS,ANÁLISIS.csv,2025-12-23T05:39:41.058709
40045879-2022,VIGENTE,2022,2022,40045879,0,REPOSICION EQUIPO RAYOS OSTEOPULMONAR DIGITAL HOSPITAL QUIRIHUE,PROYECTO,ITATA,QUIRIHUE,EJECUCIÓN,C-33,SALUD,,,,S.SALUD ÑUBLE,SECTORIAL / OTRO,S.SALUD ÑUBLE,,"M$176,330","M$176,330","M$176,330",M$0,INGRESADO A PREINVERSIÓN,28.10.2022,SIN RATE,28.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.059128
40045883-2022,VIGENTE,2022,2022,40045883,0,"MEJORAMIENTO BANDEJON COLON ENTRE CALLES VALDES LECARO Y ESTACION, COMUNA DE PEMUCO",PROYECTO,DIGUILLÍN,PEMUCO,EJECUCIÓN,FRIL,CAMINOS/CALLES/VEREDAS,33,3,125,MUNICIP. PEMUCO,MUNICIPIO,MUNICIP. PEMUCO,,"M$30,000","M$30,000","M$30,000",M$0,REVISANDO PREINVERSIÓN,23.11.2022,FI,23.11.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.059411
40045884-2022,VIGENTE,2022,2022,40045884,0,"MEJORAMIENTO PLAZOLETA VILLA ESTEFANIA I, COMUNA DE PEMUCO",PROYECTO,DIGUILLÍN,PEMUCO,EJECUCIÓN,FRIL,PLAZAS/PARQUES,33,3,125,MUNICIP. PEMUCO,MUNICIPIO,MUNICIP. PEMUCO,,"M$29,999","M$29,999","M$29,999",M$0,APROBADO TÉCNICAMENTE,3/23/2023,RS,2/20/2023,CONVENIO,ANÁLISIS.csv,2025-12-23T05:39:41.063760
40045885-2022,VIGENTE,2022,2022,40045885,0,"MEJORAMIENTO MULTICANCHA VILLA ESTEFANIA I, COMUNA DE PEMUCO",PROYECTO,DIGUILLÍN,PEMUCO,EJECUCIÓN,FRIL,DEPORTIVO,33,3,125,MUNICIP. PEMUCO,MUNICIPIO,MUNICIP. PEMUCO,,"M$117,736","M$117,736","M$117,736",M$0,REVISANDO PREINVERSIÓN,05.10.2022,FI,12/12/2022,,ANÁLISIS.csv,2025-12-23T05:39:41.063891
40045901-2023,VIGENTE,2022,2023,40045901,0,"MEJORAMIENTO EN MULTICANCHAS VILLAS, LAGOS DE CHILE Y PUESTADEL SOL, SAN CARLOS.",PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,FRIL,DEPORTIVO,33,3,125,MUNICIP. SAN CARLOS,MUNICIPIO,MUNICIP. SAN CARLOS,,"M$121,984","M$121,984","M$121,984",M$0,APROBADO TÉCNICAMENTE,3/1/2023,RS,12/30/2022,CONVENIO,ANÁLISIS.csv,2025-12-23T05:39:41.063982
40045918-2023,VIGENTE,2022,2023,40045918,0,REPOSICIÓN MOTOCICLETAS TODO TERRENO POLICIAL PARA LA XVI ZONA DE CARABINEROS ÑUBLE,PROYECTO,REGIONAL,REGIONAL,EJECUCIÓN,C-33,SEGURIDAD,29,3,,CARABINEROS,SECTORIAL / OTRO,GORE-DIPIR,,"M$186,030","M$186,030","M$186,030",M$0,NO PRIORIZADO FINANCIAMIENTO,22.09.2022,SIN RATE,22.09.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.064062
40045945-2022,VIGENTE,2022,2022,40045945,0,TRANSFERENCIA PROGRAMA MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA COMUNA DE BULNES,PROGRAMA,DIGUILLÍN,BULNES,EJECUCIÓN,TRANSFERENCIAS,EDUCACIÓN,,,,MUNICIP. BULNES,MUNICIPIO,MUNICIP. BULNES,,"M$78,288","M$78,288","M$78,288",M$0,APROBADO TÉCNICAMENTE,05.10.2022,RS,05.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.064363
40045973-2023,VIGENTE,2022,2023,40045973,0,"ADQUISICION EQUIPAMIENTO DIDÁCTICO PARA ESTABLECIMIENTOS EDUCACIONALES MUNICIPALES, QUIRIHUE",PROGRAMA,ITATA,QUIRIHUE,EJECUCIÓN,C-33,EDUCACION,,,,MUNICIP. QUIRIHUE,MUNICIPIO,MUNICIP. CHILLÁN,,"M$377,300","M$377,300","M$377,300",M$0,INGRESADO A PREINVERSIÓN,06.10.2022,SIN RATE,06.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.064757
40045974-2022,VIGENTE,2022,2022,40045974,0,"AMPLIACION DE PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS DE PUEBLO SECO,
COMUNA DE SAN IGNACIO",ESTUDIO,DIGUILLÍN,SAN IGNACIO,DISEÑO,MIDESO,ALCANTARILLADO,,,,MUNICIP. SAN IGNACIO,MUNICIPIO,MUNICIP. SAN IGNACIO,,"M$120,000","M$120,000","M$120,000",M$0,INGRESADO A PREINVERSIÓN,07.10.2022,SIN RATE,07.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.064877
40045982-2022,VIGENTE,2022,2022,40045982,0,"CONSTRUCCIÓN DE POZOS PROFUNDOS SECTORES DE SAN JOSÉ Y RELOCA, COMUNA DE NINHUE",PROYECTO,ITATA,NINHUE,EJECUCIÓN,FRIL,AGUAS Y APR,33,3,125,MUNICIP. NINHUE,MUNICIPIO,MUNICIP. NINHUE,,"M$127,828","M$127,828","M$127,828",M$0,APROBADO TÉCNICAMENTE,28/11/2022,RS,25/11/2022,CONVENIO,ANÁLISIS.csv,2025-12-23T05:39:41.065041
40045983-2022,VIGENTE,2022,2022,40045983,0,"CONSTRUCCIÓN DE POZOS PROFUNDOS SECTORES DE CEMENTERIO Y LA POSTA, COMUNA DE NINHUE",PROYECTO,ITATA,NINHUE,EJECUCIÓN,FRIL,AGUAS Y APR,33,3,125,MUNICIP. NINHUE,MUNICIPIO,MUNICIP. NINHUE,,"M$127,828","M$127,828","M$127,828",M$0,APROBADO TÉCNICAMENTE,07.12.2022,RS,07.12.2022,CONVENIO,ANÁLISIS.csv,2025-12-23T05:39:41.065144
40045990-2023,VIGENTE,2022,2023,40045990,0,"CONSTRUCCION MULTICANCHA ESCUELA AMANDA CHÁVEZ NAVARRETE, COMUNA DE QUILLÓN",PROYECTO,DIGUILLÍN,QUILLÓN,EJECUCIÓN,FRIL,CAMINOS/CALLES/VEREDAS,33,3,125,MUNICIP. QUILLÓN,MUNICIPIO,MUNICIP. QUILLÓN,,"M$78,530","M$102,633","M$102,633",M$0,APROBADO TÉCNICAMENTE,21/12/2022,RS,21/12/2022,CONVENIO,ANÁLISIS.csv,2025-12-23T05:39:41.065232
40045992-2022,NO VIGENTE,2022,2022,40045992,0,CONSTRUCCION INSTITUTO REHABILITACION INFANTIL TELETON ÑUBLE (NO VIGENTE),PROYECTO,REGIONAL,CHILLÁN,EJECUCIÓN,MIDESO,SALUD,,,,GORE-DIPLADE,SECTORIAL / OTRO,GORE-DIPLADE,,"M$9,386,509","M$9,386,509","M$9,386,509",M$0,ADMISIBLE,25.10.2022,ADMISIBLE,25.10.2022,MIDESO,ANÁLISIS.csv,2025-12-23T05:39:41.065342
40046008-2022,VIGENTE,2022,2022,40046008,0,PREVENCIÓN DEL AUSENTISMO ESCOLAR APRENDER A TIEMPO% - CADA DÍA SUMA,PROGRAMA,DIGUILLÍN,YUNGAY,EJECUCIÓN,TRANSFERENCIAS,EDUCACION,,,,MUNICIP. YUNGAY,MUNICIPIO,MUNICIP. YUNGAY,,"M$101,775","M$101,775","M$101,775",M$0,INADMISIBLE,06.10.2022,INADMISIBLE,06.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.065401
40046028-2023,VIGENTE,2022,2023,40046028,0,"CONSTRUCCION SEDE SOCIAL POBLACION EL ROBLE , SAN CARLOS",PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,FRIL,SOCIAL,33,3,125,MUNICIP. SAN CARLOS,MUNICIPIO,MUNICIP. SAN CARLOS,,"M$63,907","M$63,907","M$63,907",M$0,APROBADO TÉCNICAMENTE,28/12/2022,RS,28/12/2022,CONVENIO,ANÁLISIS.csv,2025-12-23T05:39:41.065458
40046078-2023,VIGENTE,2022,2023,40046078,0,"INSTALACIÓN SEÑALÉTICA, COMUNA DE QUIRIHUE",PROYECTO,ITATA,QUIRIHUE,EJECUCIÓN,FRIL,SEMÁFORO/SEÑALÉTICA/REFUGIOS,33,3,125,MUNICIP. QUIRIHUE,MUNICIPIO,MUNICIP. QUIRIHUE,,"M$23,896","M$23,896","M$23,896",M$0,APROBADO TÉCNICAMENTE,15/12/2022,RS,15/12/2022,CONVENIO,ANÁLISIS.csv,2025-12-23T05:39:41.077189
40046084-2023,VIGENTE,2022,2023,40046084,0,"CONSTRUCCION PUESTOS DE VENTA AGRÍCOLA, SECTOR NUEVA ALDEA",PROYECTO,ITATA,RÁNQUIL,EJECUCIÓN,FRIL,COMERCIO,33,3,125,MUNICIP. RÁNQUIL,MUNICIPIO,MUNICIP. RÁNQUIL,,"M$30,000","M$30,000","M$30,000",M$0,APROBADO TÉCNICAMENTE,22/12/2022,RS,22/12/2022,CONVENIO,ANÁLISIS.csv,2025-12-23T05:39:41.077361
40046141-2022,VIGENTE,2022,2022,40046141,0,"AMPLIACION RED DE ALUMBRADO PÚBLICO, DISTINTOS SECTORES DE LA COMUNA",PROYECTO,ITATA,RÁNQUIL,EJECUCIÓN,FRIL,ENERGÍA,33,3,125,MUNICIP. RÁNQUIL,MUNICIPIO,MUNICIP. RÁNQUIL,,"M$122,000","M$122,000","M$122,000",M$0,APROBADO TÉCNICAMENTE,29/11/2023,RS,29/11/2023,RS,ANÁLISIS.csv,2025-12-23T05:39:41.083190
40046144-2022,VIGENTE,2022,2022,40046144,0,"MEJORAMIENTO MEJORAMIENTO Y AMPLIACIÓN CANCHA DE RAYUELA SECTOR SAN
MIGUEL, COMUNA DE SAN IGN",PROYECTO,DIGUILLÍN,SAN IGNACIO,EJECUCIÓN,FRIL,DEPORTIVO,33,3,125,MUNICIP. SAN IGNACIO,MUNICIPIO,MUNICIP. SAN IGNACIO,,"M$119,391","M$119,391","M$119,391",M$0,INGRESADO A PREINVERSIÓN,03.10.2022,SIN RATE,03.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.095087
40046161-2023,VIGENTE,2022,2023,40046161,0,HABILITACIÓN BAÑOS CONSTRUCCIÓN COMEDORES PROFESORES LICEO BICENTENARIO STA. CRUZ DE LARQUI,PROYECTO,DIGUILLÍN,BULNES,EJECUCIÓN,FRIL,EDUCACION,33,3,125,MUNICIP. BULNES,MUNICIPIO,MUNICIP. BULNES,,"M$81,559","M$81,559","M$81,559",M$0,APROBADO TÉCNICAMENTE,29/12/2022,RS,3/1/2023,,ANÁLISIS.csv,2025-12-23T05:39:41.095628
40046199-2022,VIGENTE,2022,2022,40046199,0,"CONSTRUCCION MULTICANCHA Y CAMARINES LICEO DE CAMPANARIO, COMUNA DE
YUNGAY",PROYECTO,DIGUILLÍN,YUNGAY,EJECUCIÓN,FRIL,DEPORTIVO,33,3,125,MUNICIP. YUNGAY,MUNICIPIO,MUNICIP. YUNGAY,,"M$122,450","M$122,450","M$122,450",M$0,INGRESADO A PREINVERSIÓN,04.10.2022,SIN RATE,04.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.095734
40046205-2022,VIGENTE,2022,2022,40046205,0,"CONSTRUCCION ILUMINACIÓN ESTADIO PUENTE ÑUBLE, COMUNA DE SAN NICOLÁS",PROYECTO,DIGUILLÍN,SAN NICOLÁS,EJECUCIÓN,FRIL,DEPORTIVO,33,3,125,MUNICIP. SAN NICOLÁS,MUNICIPIO,MUNICIP. SAN NICOLÁS,DIDESO,"M$121,964","M$121,964","M$121,964",M$0,INGRESADO A PREINVERSIÓN,04.10.2002,SIN RATE,04.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.095833
40046207-2022,VIGENTE,2022,2022,40046207,0,"CONSTRUCCION ILUMINACIÓN ESTADIO ISMAEL MARTÍN, COMUNA DE SAN NICOLÁS",PROYECTO,DIGUILLÍN,SAN NICOLÁS,EJECUCIÓN,FRIL,DEPORTIVO,33,3,125,MUNICIP. SAN NICOLÁS,MUNICIPIO,MUNICIP. SAN NICOLÁS,DIDESO,"M$121,472","M$121,472","M$121,472",M$0,REVISANDO PREINVERSIÓN,14/11/2022,SIN RATE,04.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.095938
40046213-2023,VIGENTE,2022,2023,40046213,0,MEJORAMIENTO ZONA DE JUEGOS PLAZA SAN NICOLÁS,PROYECTO,DIGUILLÍN,SAN NICOLÁS,EJECUCIÓN,FRIL,PLAZAS/PARQUES,,3,125,MUNICIP. SAN NICOLÁS,MUNICIPIO,MUNICIP. SAN NICOLÁS,,"M$29,991","M$29,991","M$29,991",M$0,APROBADO TÉCNICAMENTE,28/11/2022,RS,28/11/2022,RS,ANÁLISIS.csv,2025-12-23T05:39:41.098170
40046215-2022,VIGENTE,2022,2022,40046215,0,"CONSTRUCCION SEDE CLUB DEPORTIVO MANZANA TUCAPEL, SAN CARLOS",PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,FRIL,DEPORTIVO,33,3,125,MUNICIP. SAN CARLOS,MUNICIPIO,MUNICIP. SAN CARLOS,,"M$50,000","M$50,000","M$50,000",M$0,REVISANDO PREINVERSIÓN,12/9/2022,FI,12/9/2022,,ANÁLISIS.csv,2025-12-23T05:39:41.098919
40046229-2023,VIGENTE,2022,2023,40046229,0,CONSTRUCCION PUMP TRACK COMUNA COBQUECURA,PROYECTO,ITATA,COBQUECURA,EJECUCIÓN,FRIL,DEPORTIVO,33,3,125,MUNICIP. COBQUECURA,MUNICIPIO,MUNICIP. COBQUECURA,,"M$122,153","M$122,153","M$122,153",M$0,APROBADO TÉCNICAMENTE,28/12/2022,RS,28/12/2022,CONVENIO,ANÁLISIS.csv,2025-12-23T05:39:41.099030
40046231-2023,VIGENTE,2022,2023,40046231,0,"CONSTRUCCION SEDE SOCIAL UNION COMUNAL DE ADULTOS MAYORES, SAN CARLOS",PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,FRIL,SOCIAL,33,3,125,MUNICIP. SAN CARLOS,MUNICIPIO,MUNICIP. SAN CARLOS,,"M$42,082","M$42,082","M$42,082",M$0,APROBADO TÉCNICAMENTE,30/12/2022,RS,30/12/2023,CONVENIO,ANÁLISIS.csv,2025-12-23T05:39:41.112111
40046238-2022,VIGENTE,2022,2022,40046238,0,"CONSTRUCCIÓN GALPÓN CENTRO PILOTO DE BIOGÁS, LOCALIDAD DE ATACALCO, COMUNA DE PINTO",PROYECTO,DIGUILLÍN,PINTO,EJECUCIÓN,FRIL,INFRAESTRUCTURA PÚBLICA,33,3,125,MUNICIP. PINTO,MUNICIPIO,MUNICIP. PINTO,,"M$117,246","M$117,246","M$117,246",M$0,REVISANDO PREINVERSIÓN,6/12/2022,FI,12/6/2022,,ANÁLISIS.csv,2025-12-23T05:39:41.112225
40046268-2022,VIGENTE,2022,2022,40046268,0,"REPOSICION SEDE CLUB DEPORTIVO LIBERTAD, COMUNA DE COELEMU",PROYECTO,ITATA,COELEMU,EJECUCIÓN,FRIL,EQUIPAMIENTO,33,3,125,MUNICIP. COELEMU,MUNICIPIO,MUNICIP. COELEMU,,"M$79,995","M$79,995","M$79,995",M$0,REVISANDO PREINVERSIÓN,28.09.2022,FI,12/12/2022,,ANÁLISIS.csv,2025-12-23T05:39:41.112286
40046270-2022,VIGENTE,2022,2022,40046270,0,"CONSTRUCCION CUBIERTA Y CAMARINES ESTADIO MUNICIPAL, COMUNA DE SAN FABIAN",PROYECTO,PUNILLA,SAN FABIÁN,EJECUCIÓN,FRIL,DEPORTIVO,33,3,125,MUNICIP. SAN FABIÁN,MUNICIPIO,MUNICIP. SAN FABIÁN,,"M$112,568","M$112,568","M$112,568",M$0,REVISANDO PREINVERSIÓN,14/11/2022,FI,12/6/2022,,ANÁLISIS.csv,2025-12-23T05:39:41.112404
40046271-2022,VIGENTE,2022,2022,40046271,0,"CONSTRUCCION OFICINAS MUNICIPALES, COMUNA DE SAN FABIAN",PROYECTO,PUNILLA,SAN FABIÁN,EJECUCIÓN,FRIL,CONSISTORIAL,33,3,125,MUNICIP. SAN FABIÁN,MUNICIPIO,MUNICIP. SAN FABIÁN,,"M$110,565","M$110,565","M$110,565",M$0,INGRESADO A PREINVERSIÓN,30.09.2022,SIN RATE,30.09.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.112467
40046272-2022,VIGENTE,2022,2022,40046272,0,"CONSTRUCCION CAMPO SOLAR Y RED DE ILUMINACIÓN PASO ANCHO, COMUNA DE SAN
FABIÁN",PROYECTO,PUNILLA,SAN FABIÁN,EJECUCIÓN,FRIL,ENERGÍA,33,3,125,MUNICIP. SAN FABIÁN,MUNICIPIO,MUNICIP. SAN FABIÁN,,"M$79,337","M$79,337","M$79,337",M$0,INGRESADO A PREINVERSIÓN,30.09.2022,SIN RATE,30.09.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.112527
40046273-2022,VIGENTE,2022,2022,40046273,0,CONSTRUCCION ILUMINACIÓN SOLAR EN LA COMUNA DE SAN FABIAN,PROYECTO,PUNILLA,SAN FABIÁN,EJECUCIÓN,FRIL,ENERGÍA,33,3,125,MUNICIP. SAN FABIÁN,MUNICIPIO,MUNICIP. SAN FABIÁN,,"M$83,606","M$83,606","M$83,606",M$0,INGRESADO A PREINVERSIÓN,04.10.2022,SIN RATE,04.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.112759
40046275-2022,VIGENTE,2022,2022,40046275,0,"CONSTRUCCION CONSTRUCCIÓN SEDE ADULTO MAYOR NUEVO AMANECER SAN PEDRO, SAN IGNACIO",PROYECTO,DIGUILLÍN,SAN IGNACIO,EJECUCIÓN,FRIL,SOCIAL,33,3,125,MUNICIP. SAN IGNACIO,MUNICIPIO,MUNICIP. SAN IGNACIO,,"M$75,875","M$75,875","M$75,875",M$0,INGRESADO A PREINVERSIÓN,03.10.2022,SIN RATE,03.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.112829
40046284-2022,VIGENTE,2022,2022,40046284,0,INSTALACION LUMINARIAS EN VARIOS SECTORES DE LA COMUNA DE ÑIQUEN,PROYECTO,PUNILLA,ÑIQUÉN,EJECUCIÓN,FRIL,ENERGÍA,33,3,125,MUNICIP. ÑIQUÉN,MUNICIPIO,MUNICIP. ÑIQUÉN,,"M$118,293","M$118,293","M$118,293",M$0,INGRESADO A PREINVERSIÓN,04.10.2022,SIN RATE,04.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.112894
40046288-2022,VIGENTE,2022,2022,40046288,0,"INSTALACION INSTALACION LUMINARIAS EN MULTIPLES SECTORES DE LA COMUNA DE
ÑIQUEN",PROYECTO,PUNILLA,ÑIQUÉN,EJECUCIÓN,FRIL,ENERGÍA,33,3,125,MUNICIP. ÑIQUÉN,MUNICIPIO,MUNICIP. ÑIQUÉN,,"M$118,293","M$118,293","M$118,293",M$0,REVISANDO PREINVERSIÓN,14/11/2022,SIN RATE,04.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.112957
40046291-2023,VIGENTE,2022,2023,40046291,0,CONSTRUCCION SOLUCIONES DE AGUA POTABLE RURAL EN DIVERSOS SECTORES DE LA COMUNA DE ÑIQUEN,PROYECTO,PUNILLA,ÑIQUÉN,EJECUCIÓN,FRIL,AGUAS Y APR,33,3,125,MUNICIP. ÑIQUÉN,MUNICIPIO,MUNICIP. ÑIQUÉN,,"M$122,195","M$122,195","M$122,195",M$0,APROBADO TÉCNICAMENTE,27/12/2022,RS,27/12/2022,RS,ANÁLISIS.csv,2025-12-23T05:39:41.113279
40046299-2022,VIGENTE,2022,2022,40046299,,"REPOSICION REPOSICIÓN SEDE SOCIAL JJVV QUIRIQUINA, SAN IGNACIO",PROYECTO,DIGUILLÍN,SAN IGNACIO,EJECUCIÓN,FRIL,SOCIAL,33,3,125,MUNICIP. SAN IGNACIO,MUNICIPIO,MUNICIP. SAN IGNACIO,,"M$75,708","M$75,708","M$75,708",M$0,INGRESADO A PREINVERSIÓN,03.10.2022,SIN RATE,03.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.113632
40046304-2022,VIGENTE,2022,2022,40046304,0,MEJORAMIENTO DE PAVIMENTACIÓN DE CALLES DE LA COMUNA DE COELEMU,PROYECTO,ITATA,COELEMU,EJECUCIÓN,FRIL,CAMINOS/CALLES/VEREDAS,33,3,125,MUNICIP. COELEMU,MUNICIPIO,MUNICIP. COELEMU,,"M$118,534","M$118,534","M$118,534",M$0,REVISANDO PREINVERSIÓN,14/11/2022,SIN RATE,05.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.113766
40046310-2023,VIGENTE,2022,2023,40046310,0,CONSTRUCCION SONDAJES PARA SISTEMA DE AGUA POTABLE RURAL SECTOR TRANCOYÁN,PROYECTO,ITATA,PORTEZUELO,EJECUCIÓN,FRIL,AGUAS Y APR,33,3,125,MUNICIP. PORTEZUELO,MUNICIPIO,MUNICIP. PORTEZUELO,,"M$121,028","M$121,028","M$121,028",M$0,APROBADO TÉCNICAMENTE,10/1/2023,RS,30/12/2022,CONVENIO,ANÁLISIS.csv,2025-12-23T05:39:41.113853
40046326-2023,VIGENTE,2022,2023,40046326,0,"CONSTRUCCION PATIO CUBIERTO ESCUELA MONTELEON, COMUNA DE SAN NICOLAS",PROYECTO,DIGUILLÍN,SAN NICOLÁS,EJECUCIÓN,FRIL,EDUCACION,33,3,125,MUNICIP. SAN NICOLÁS,MUNICIPIO,MUNICIP. SAN NICOLÁS,,"M$121,892","M$121,892","M$121,892",M$0,APROBADO TÉCNICAMENTE,28/12/2022,RS,28/12/2022,RS,ANÁLISIS.csv,2025-12-23T05:39:41.114186
40046328-2022,VIGENTE,2022,2022,40046328,0,"TRANSFERENCIA MEJORANDO LA CALIDAD DE LA EDUCACIÓN ESCOLAR RURAL, COMUNA DE CHILLAN VIEJO",PROGRAMA,DIGUILLÍN,CHILLÁN VIEJO,EJECUCIÓN,TRANSFERENCIAS,EDUCACIÓN,,,,MUNICIP. CHILLÁN VIEJO,MUNICIPIO,MUNICIP. CHILLÁN VIEJO,,"M$35,410","M$35,410","M$35,410",M$0,ADMISIBLE,13.10.2022,ADMISIBLE,13.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.114516
40046355-2022,VIGENTE,2022,2022,40046355,0,"CONSTRUCCION SEDE UNIÓN COMUNAL DE CLUBES DEPORTIVOS, COMUNA DE YUNGAY",PROYECTO,DIGUILLÍN,YUNGAY,EJECUCIÓN,FRIL,DEPORTIVO,33,3,125,MUNICIP. YUNGAY,MUNICIPIO,MUNICIP. YUNGAY,,"M$79,998","M$79,998","M$79,998",M$0,INGRESADO A PREINVERSIÓN,04.10.2022,SIN RATE,04.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.114591
40046356-2022,VIGENTE,2022,2022,40046356,0,"CONSTRUCCION DELEGACIÓN MUNICIPAL RANCHILLO BAJO, COMUNA DE YUNGAY",PROYECTO,DIGUILLÍN,YUNGAY,EJECUCIÓN,FRIL,CONSISTORIAL,33,3,125,MUNICIP. YUNGAY,MUNICIPIO,MUNICIP. YUNGAY,,"M$122,389","M$122,389","M$122,389",M$0,INGRESADO A PREINVERSIÓN,04.10.2022,SIN RATE,04.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.114651
40046358-2023,VIGENTE,2022,2023,40046358,0,ADQUISICIÓN MATERIAL MENOR FORESTAL ARA BOMBEROS DE LA REGIÓN DE ÑUBLE,PROYECTO,REGIONAL,REGIONAL,EJECUCIÓN,C-33,BOMBEROS,31,2,,BOMBEROS,SECTORIAL / OTRO,BOMBEROS,,"M$265,306","M$265,806","M$265,806",M$0,SUBSANANDO OBSERVACIONES,28.09.2022,NV,28.09.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.114708
40046387-2022,VIGENTE,2022,2022,40046387,0,"CONSTRUCCION LUMINARIAS FOTOVOLTAICAS VARIOS SECTORES ZONA RURAL, COMUNA
DE TREHUACO",PROYECTO,ITATA,TREHUACO,EJECUCIÓN,FRIL,ENERGÍA,33,3,125,MUNICIP. TREHUACO,MUNICIPIO,MUNICIP. TREHUACO,,"M$85,158","M$85,158","M$85,158",M$0,INGRESADO A PREINVERSIÓN,29.09.2022,SIN RATE,29.09.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.114767
40046421-2022,VIGENTE,2022,2022,40046421,0,"AMPLIACION ALUMBRADO PUBLICO SECTORES NEGUINTO, TAUCU Y MONTOZORRO
COMUNA COBQUECURA",PROYECTO,ITATA,COBQUECURA,EJECUCIÓN,FRIL,ENERGÍA,33,3,125,MUNICIP. COBQUECURA,MUNICIPIO,MUNICIP. COBQUECURA,,"M$117,193","M$117,193","M$117,193",M$0,INGRESADO A PREINVERSIÓN,05.10.2022,SIN RATE,05.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.114828
40046451-2022,VIGENTE,2022,2022,40046451,0,REPOSICION SEDE SOCIAL CLUB DEPORTIVO RALCO,PROYECTO,ITATA,COELEMU,EJECUCIÓN,FRIL,DEPORTIVO,33,3,125,MUNICIP. COELEMU,MUNICIPIO,MUNICIP. COELEMU,,"M$53,516","M$53,516","M$53,516",M$0,REVISANDO PREINVERSIÓN,12/2/2022,FI,12/2/2022,,ANÁLISIS.csv,2025-12-23T05:39:41.114920
40046487-2022,VIGENTE,2022,2022,40046487,0,"MEJORAMIENTO ASISTENCIA DE ALUMNOS DE LA ESCUELA JOSE SALGADO BURGOS
COMUNA DE PEMUCO",PROGRAMA,DIGUILLÍN,PEMUCO,EJECUCIÓN,TRANSFERENCIAS,EDUCACIÓN,,,,MUNICIP. PEMUCO,MUNICIPIO,MUNICIP. PEMUCO,,"M$54,199","M$54,199","M$54,199",M$0,INADMISIBLE,05.10.2022,INADMISIBLE,05.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.114977
40046490-2023,VIGENTE,2022,2023,40046490,0,"CONSTRUCCION CAMARINES PISCINA LICEO GUARILIHUE ALTO, COMUNA DE COELEMU",PROYECTO,ITATA,COELEMU,EJECUCIÓN,FRIL,DEPORTIVO,33,3,125,MUNICIP. COELEMU,MUNICIPIO,MUNICIP. COELEMU,,"M$69,500","M$69,500","M$69,500",M$0,APROBADO TÉCNICAMENTE,20/12/2022,RS,20/12/2022,RS,ANÁLISIS.csv,2025-12-23T05:39:41.115210
