I,SOLICITA,FOLIO,FECHA DOCTO,MATERIA,FIRMA,OBSERVACIONES,LINK AL DOCUMENTO,
,veg,00199,09-04-2024,RESUELVE RESPECTO DE LICENCIAS MEDICAS QUE SE INDICAN.,LEILA GASAUI IRRIBARRA,E-MAIL,https://drive.google.com/file/d/14NUnUAFupk4U7EL1PM2Re1-pKhxWfmnt/view?usp=drive_link,
,veg,00198,09-04-2024,RESUELVE RESPECTO DE LICENCIAS MEDICAS QUE SE INDICAN.,LEILA GASAUI IRRIBARRA,E-MAIL,https://drive.google.com/file/d/14q0itPrjNI0fRxmgNOBA60OdGZenFm2Y/view?usp=drive_link,
,veg,00197,08-04-2024,RESUELVE RESPECTO DE LICENCIAS MEDICAS QUE SE INDICAN.,LEILA GASAUI IRRIBARRA,E-MAIL,https://drive.google.com/file/d/1QGCWiwjeymRqmYfqowzNzD58c6OhG9vM/view?usp=drive_link,
,veg,00196,08-04-2024,RESUELVE RESPECTO DE LICENCIAS MEDICAS QUE SE INDICAN.,LEILA GASAUI IRRIBARRA,E-MAIL,https://drive.google.com/file/d/1DpBSrD71SDJL5cI_oD8XwMBSLcLnpcQr/view?usp=drive_link,
,veg,00195,08-04-2024,RESUELVE RESPECTO DE LICENCIAS MEDICAS QUE SE INDICAN.,LEILA GASAUI IRRIBARRA,E-MAIL,https://drive.google.com/file/d/1-CdM2yaHG-uivd19Fang1bkGBiRqv67r/view?usp=drive_link,
,veg,00194,08-04-2024,RESUELVE RESPECTO DE LICENCIAS MEDICAS QUE SE INDICAN.,LEILA GASAUI IRRIBARRA,E-MAIL,https://drive.google.com/file/d/1urJ3veFejwG5P_5KihhJG9t-d6tGfqIy/view?usp=drive_link,
,veg,00193,08-04-2024,RESUELVE RESPECTO DE LICENCIAS MEDICAS QUE SE INDICAN.,LEILA GASAUI IRRIBARRA,E-MAIL,https://drive.google.com/file/d/1g2VLiO-ix08IVi928vNSglpYTzdENOL7/view?usp=drive_link,
,veg,00192,08-04-2024,RESUELVE RESPECTO DE LICENCIAS MEDICAS QUE SE INDICAN.,LEILA GASAUI IRRIBARRA,E-MAIL,https://drive.google.com/file/d/1QFI-tIB_Cr_4HHOR53zDueyPeYaVtv36/view?usp=drive_link,
,veg,00191,08-04-2024,RESUELVE RESPECTO DE LICENCIAS MEDICAS QUE SE INDICAN.,LEILA GASAUI IRRIBARRA,E-MAIL,https://drive.google.com/file/d/1qHmrLwOl9ou0ORL9uuHEnUbGEz0ancri/view?usp=drive_link,
,veg,00190,08-04-2024,RESUELVE RESPECTO DE LICENCIAS MEDICAS QUE SE INDICAN.,LEILA GASAUI IRRIBARRA,E-MAIL,https://drive.google.com/file/d/1MW736mLdJY0indFPzSmaWteb9ig24wSm/view?usp=drive_link,
,veg,00189,08-04-2024,RESUELVE RESPECTO DE LICENCIAS MEDICAS QUE SE INDICAN.,LEILA GASAUI IRRIBARRA,E-MAIL,https://drive.google.com/file/d/1ls4b8TfgmBjOwdnZWaS03Tg7bJfs5Fez/view?usp=drive_link,
,veg,00188,08-04-2024,RESUELVE RESPECTO DE LICENCIAS MEDICAS QUE SE INDICAN.,LEILA GASAUI IRRIBARRA,E-MAIL,https://drive.google.com/file/d/1nbHgRTEdjRViLPrGXvGwDNW8C7EJGQxG/view?usp=drive_link,
,veg,00187,08-04-2024,RESUELVE RESPECTO DE LICENCIAS MEDICAS QUE SE INDICAN.,LEILA GASAUI IRRIBARRA,E-MAIL,https://drive.google.com/file/d/1nvE8fsfoa5WFNy8X7ETTKNmnXmDStpGq/view?usp=drive_link,
,veg,00186,08-04-2024,RESUELVE RESPECTO DE LICENCIAS MEDICAS QUE SE INDICAN.,LEILA GASAUI IRRIBARRA,E-MAIL,https://drive.google.com/file/d/1c64CwTeUaRwP4Qxp_J5TAa6GWingTilA/view?usp=drive_link,
,veg,00185,08-04-2024,RESUELVE RESPECTO DE LICENCIAS MEDICAS QUE SE INDICAN.,LEILA GASAUI IRRIBARRA,E-MAIL,https://drive.google.com/file/d/17FN3Q2ad-j4OiBj2Jrj-jpC_4Id6Jzft/view?usp=drive_link,
,veg,00184,08-04-2024,RESUELVE RESPECTO DE LICENCIAS MEDICAS QUE SE INDICAN.,LEILA GASAUI IRRIBARRA,E-MAIL,https://drive.google.com/file/d/1sSfFpH-vYTBwzRTMAVtbY7GddeC9P5Mf/view?usp=drive_link,
,veg,00183,08-04-2024,RESUELVE RESPECTO DE LICENCIAS MEDICAS QUE SE INDICAN.,LEILA GASAUI IRRIBARRA,E-MAIL,https://drive.google.com/file/d/1BqXHHtua9CiLkuUc8INECiiTKkgtiQXc/view?usp=drive_link,
,cnr,00182,08-04-2024,"RESOLUCION MODIFICACION CONVENIO DEL PROGRAMA ""TRANSFERENCIA DE CAPACIDADES A LOS PEQUEÑOS Y MEDIANOS PRODUCTORES AGRICOLAS DE ÑUBLE"".",OSCAR CRISOSTOMO LLANOS,E-MAIL,https://drive.google.com/file/d/1O0u4Kes_5VFTyW5V7MWeYdt-_fI7q3oA/view?usp=drive_link,
,ctc,00181,08-04-2024,"DEJA CONSTANCIA Y JUSTIFICA TERMINO ANTICIPADO DE LA JORNADA LABORAL DE FUNCIONARIOS DEL GOBIERNO REGIONAL DE ÑUBLE, EL DIA QUE SE INDICA.",OSCAR CRISOSTOMO LLANOS,E-MAIL,https://drive.google.com/file/d/1yZEr9tUHP1MrAvyRCEWycgwSPZgoJUSH/view?usp=drive_link,
,rpp,00180,08-04-2024,ESTABLECE PROCEDIMIENTO PARA LA REALIZACION DE LOS ACTOS DE APERTURA Y SORTEO EN LOS CONCURSOS DE OTORGAMIENTO DE CONCESIONES DE RADIODIFUSION.,OSCAR CRISOSTOMO LLANOS,E-MAIL,https://drive.google.com/file/d/1wrvMoFuG4xS20fexzLFYu6FC2VXaOe2J/view?usp=drive_link,
,cct,00179,05-04-2024,INSTRUYE INVESTIGACION SUMARIA CON EL OBJETO DE INDAGAR EVENTUALES RESPONSABILIDADES ADMINISTRATIVAS EN RELACION A DENUNCIA DE ACOSO LABORAL.,OSCAR CRISOSTOMO LLANOS,POR MANO,https://drive.google.com/file/d/14Z6erbMiED6W0z9LZMjnFWDc5-_7fb3F/view?usp=drive_link,
,psp,00178,05-04-2024,AUTORIZA UTILIZACION DE LA EXPLANADA DEL GOBIERNO REGIONAL DE ÑUBLE.,OSCAR CRISOSTOMO LLANOS,E-MAIL,https://drive.google.com/file/d/1I9LbIPG32aiMtN8haBYXkNc94ollVRYV/view?usp=drive_link,
,jpch,00177,05-04-2024,"MODIFICA RESOLUCIONES EXENTAS N° 000099 DE FECHA 28.02.2022, N° 00243 DE FECHA 02.03.2023 Y N° 0112 DE FECHA 13.03.2024, Y Y DETERMINESE EL PORCENTAJE DE CUMPLIMIENTO CORRESPONDIENTE AL FUNCIONARIO PABLO ANDRES TRONCOSO ALARCON AÑOS 2021, 2022 Y 2023",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/file/d/1GKTldbkAwPZ7QtuKphRi-zOhDutax3ot/view?usp=drive_link,
,cct,00176,04-04-2024,AUTORIZA LLAMADO A CONCURSO PUBLICO PARA EL CARGO DE PROFESIONAL DIVISION DE PLANIFICACION Y DESARROLLO REGIONAL Y DESIGNA COMITE DE SELECCION.,OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/file/d/15lgzJsjGxGOWUJnk5WYlR6Dqql12nUJM/view?usp=drive_link,
,psp,00175,04-04-2024,MODIFIQUESE RESOLUCION EXENTA N°00124 DEL 19.03.2024 QUE AUTORIZA LA UTILIZACION DE LA EXPLANADA DEL GOBIERNO REGIONAL DE ÑUBLE.,OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/file/d/1-veQevs-P0wiZXKZsY6QZm98WOr3YEhM/view?usp=drive_link,
,lpo ,00174,04-04-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCION DEL PROYECTO ""CONSTRUCCION SEDE CLUB DE HUASOS DE HUALTE, COMUNA DE NINHUE"".",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/file/d/1yl43YmakWRiAy95pUhF7ePBFgYic3zv5/view?usp=drive_link,
,lpo ,00173,04-04-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCION DEL PROYECTO ""MEJORAMIENTO FAJA DE CAMINOS DE EMERGENCIA E INFRAESTRUCTURA CRITICA, COMUNA DE COBQUECURA"".",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/file/d/13TCeiiem4PbmjNP6i3jO0eTAkNyjOCR9/view?usp=drive_link,
,lpo ,00172,04-04-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCION DEL PROYECTO ""CONSTRUCCION ZONA DE JUEGOS INFANTILES PLAZA DE ARMAS, COMUNA DE QUIRIHUE"".",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/file/d/1UFD8laFgVSYV9A8UsRULecjKeaTzztBC/view?usp=drive_link,
,lpo ,00171,04-04-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCION DEL PROYECTO ""CONSERVACION GIMNASIO DE COLMUYAO, COMUNA DE COBQUECURA"".",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/file/d/1bDfw98Zh0-Q8DyW10rEgmHz8RODZteiw/view?usp=drive_link,
,lpo ,00170,04-04-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCION DEL PROYECTO ""REPOSICION LUMINARIA DIVERSOS SECTORES URBANOS, COMUNA DE QUIRIHUE"".",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/file/d/1qs6AHt0yjT5x1JX5YJwajgecqLYd8_RT/view?usp=drive_link,
,lpo ,00169,04-04-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCION DEL PROYECTO ""MEJORAMIENTO DIVERSOS CAMINOS RURALES, COMUNA DE PORTEZUELO"".",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/file/d/1FPfAl_XAoXUjxjJgdGbukQfKFVTlamPv/view?usp=drive_link,
,lpo ,00168,04-04-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCION DEL PROYECTO ""CONSTRUCCION SEDE JUNTA DE VECINOS SECTOR QUIRAO, COMUNA DE NINHUE"".",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/file/d/11gHUvzZvARCwMei_H9Xvt953ztQX3JTd/view?usp=drive_link,
,lpo ,00167,04-04-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCION DEL PROYECTO ""MEJORAMIENTO PLAZOLETA VILLA ARTURO PRAT, COMUNA DE NINHUE"".",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/file/d/1bYq1bLWOtys1xtyWlAJiJBIY5Rca8UgM/view?usp=drive_link,
,veg,00166,03-04-2024,AUTORIZA REALIZACION DE TRABAJOS EXTRAORDINARIOS A FUNCIONARIOS QUE INDICA.,LEILA GASAUI IRRIBARRA,,https://drive.google.com/file/d/10s8j3IFcc6KrulOyK40aDNc_CqnW_GgM/view?usp=drive_link,
,veg,00165,03-04-2024,AUTORIZA REALIZACION DE TRABAJOS EXTRAORDINARIOS A FUNCIONARIOS QUE INDICA.,LEILA GASAUI IRRIBARRA,,https://drive.google.com/file/d/1wnkQeuTSzD5UeLYuSMvGQOzupQmi-YWf/view?usp=drive_link,
,veg,00164,03-04-2024,AUTORIZA REALIZACION DE TRABAJOS EXTRAORDINARIOS A FUNCIONARIOS QUE INDICA.,LEILA GASAUI IRRIBARRA,,https://drive.google.com/file/d/1RrjglFui4h6MmzTE3F7bS-cguAIbwAth/view?usp=drive_link,
,cae,00163,03-04-2024,DESIGNA REPRESENTANTE DEL GOBIERNO REGIONAL DE ÑUBLE COMO INTEGRANTE DE LA COMISION REGIONAL FONDO DE FOMENTO DE MEDIOS DE COMUNICACION SOCIAL.,OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/1JBDD0-qfLSairAGtH6mkmhMP0WKgsAQp/view?usp=drive_link,
,jepg,00162,03-04-2024,AUTORIZA TRATO DIRECTO PARA LA PUBLICACION EN EL DIARIO OFICIAL RESPECTO A LO INDICADO EN LA RESOLUCION AFECTA N°174 DE FECHA 13 DE DICIEMBRE DE 2023 DE ESTE SERVICIO ADMINISTRATIVO Y APRUEBA CONDICIONES DE COMPRA.,LEILA GASAUI IRRIBARRA,,https://drive.google.com/file/d/1XM8ordCyvowFj53IeN8ngmoEgpVG8Nvw/view?usp=drive_link,
,mqv,00161,03-04-2024,"APRUEBA CONVENIO TRANSFERENCIA DE BIENES RESPECTO DE LA INICIATIVA DENOMINADA ""ADQUISICION EQUIPAMIENTO PARA PROCESOS PRODUCTIVOS LICEO POLIVALENTE SAN NICOLAS"".",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/1U_-9v1V05C20jlAx0wDKRgPU9Ywan6nm/view?usp=drive_link,
,mqv,00160,03-04-2024,"APRUEBA CONVENIO TRANSFERENCIA DE BIENES RESPECTO DE LA INICIATIVA DENOMINADA ""ADQUISICION DE 4 VEHICULOS TRASLADO PACIENTES POSTRADOS Y DISCAPACITADOS"".",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/1QbZmvMvQwuuiPozNzmMk6eCfUcXWqVym/view?usp=drive_link,
,mqv,00159,03-04-2024,"APRUEBA CONVENIO TRANSFERENCIA DE BIENES RESPECTO DE LA INICIATIVA DENOMINADA ""ADQUISICION DE 4 VEHICULOS TRASLADO PACIENTES POSTRADOS Y DISCAPACITADOS"".",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/13K2YD4DuYioG3yoxd2nLdiQlFRak_yOo/view?usp=drive_link,
,mqv,00158,03-04-2024,"APRUEBA CONVENIO TRANSFERENCIA DE BIENES RESPECTO DE LA INICIATIVA DENOMINADA ""ADQUISICION DE 4 VEHICULOS TRASLADO PACIENTES POSTRADOS Y DISCAPACITADOS"".",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/1r65ofju8woBvKxqQb-cEaxh7ooxar4Nh/view?usp=drive_link,
,mqv,00157,03-04-2024,"APRUEBA CONVENIO TRANSFERENCIA DE BIENES RESPECTO DE LA INICIATIVA DENOMINADA ""ADQUISICION DE 4 VEHICULOS TRASLADO PACIENTES POSTRADOS Y DISCAPACITADOS"".",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/1q9FqocVmbOMJU9IVgBHB5GLzpc9bQEqq/view?usp=drive_link,
,psp,00156,02-04-2024,"APRUEBA RESCILIACION DE CONVENIO MANDATO DEL PROYECTO ""CONSERVACION RUTA N-450, CRUCE RUTA 126S (TREHUACO) BOCA ITATA - MELA - COLMUYAO RUTA N-40 COBQUECURA"".",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/1RfEHB3BS6BXDB8OR4X3UG0OTLMr1uNnG/view?usp=drive_link,
,veg,00155,02-04-2024,AUTORIZA REALIZACION DE TRABAJOS EXTRAORDINARIOS A FUNCIONARIOS QUE INDICA.,LEILA GASAUI IRRIBARRA,,https://drive.google.com/file/d/19_ustX_klYVC9JLRyDv6HZcXEA7yDLu2/view?usp=drive_link,
,veg,00154,02-04-2024,AUTORIZA REALIZACION DE TRABAJOS EXTRAORDINARIOS A FUNCIONARIOS QUE INDICA.,LEILA GASAUI IRRIBARRA,,https://drive.google.com/file/d/1PeCItdSIX8nGZQ3ahWiwiWCrq22gLnpp/view?usp=drive_link,
,veg,00153,02-04-2024,AUTORIZA REALIZACION DE TRABAJOS EXTRAORDINARIOS A FUNCIONARIOS QUE INDICA.,LEILA GASAUI IRRIBARRA,,https://drive.google.com/file/d/1DdRk1jaBnVHVhhSwufgxzXceEfUfF5Ks/view?usp=drive_link,
,cct,00152,02-04-2024,CONCEDE PRORROGA DE PLAZO EN SUMARIO ADMINISTRATIVO INCOADO EN VIRTUD DE LA RESOLUCION EXENTA N°1206 DE 2023.,OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/1SC952ifir8Zu7t3dgl8idPW-lvSM-pxk/view?usp=drive_link,
,veg,00151,01-04-2024,AUTORIZA LA REALIZACION DE TRABAJO EXTRAORDINARIO A FUNCIONARIOS QUE INDICA.,LEILA GASAUI IRRIBARRA,,https://drive.google.com/file/d/1QkAxSMywbkOorTE-RdIVIDDFBP2E1VrU/view?usp=drive_link,
,veg,00150,01-04-2024,RECONOCE REALIZACION DE TRABAJO EXTRAORDINARIO Y AUTORIZA EL PAGO DE HORAS EXTRAORDINARIAS AL FUNCIONARIO QUE SE INDICA.,LEILA GASAUI IRRIBARRA,,https://drive.google.com/file/d/1kG1-5hvW5FwmUFXM2p2QbjDCw74z8b6M/view?usp=drive_link,
,ctc,00149,01-04-2024,RECONOCE EL DERECHO A PERCIBIR ASIGNACION DE ANTIGÜEDAD AL FUNCIONARIO QUE INDICA.,LEILA GASAUI IRRIBARRA,,https://drive.google.com/file/d/1_fIm25olDIy4OSZv2JbwzUQObytmiBN1/view?usp=drive_link,
,cnr,00148,27-03-2024,"APRUEBA MODIFICACION DE CONVENIO DE ""TRANSFERENCIA DE CAPACIDADES AL EMPRESARIO PARA NUEVAS OPORTUNIDADES DE INVERSION EN ÑUBLE"".",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/1ZDHvOujFxrJYL7cE-A-Ix8AdgpOfyo0j/view?usp=drive_link,
,veg,00147,27-03-2024,DESIGNACION DE REPRESENTANTES TITULARES Y SUPLENTES DEL COMITE DE DESARROLLO PRODUCTIVO REGIONAL DE ÑUBLE.,OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/1zYuKSyHX4obyKhKHoCFuFu23xATC5K3n/view?usp=drive_link,
,tvf,00146,27-03-2024,"APRUEBA MANUAL PROCEDIMIENTO ASIGNACION FONDO VINCULACION CON LA COMUNIDAD 8% 2024, ASIG. DIRECTAS, ACTIV. NO CONCURSABLES DEL GORE ÑUBLE Y SUS ANEXOS",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/1ryv2_uo6sG8LUfs87bHZnlkwkQucSwi_/view?usp=drive_link,
,rge,00145,27-03-2024,INCORPORENSE AL MARCO PRESUPUESTARIO FNDR APROBADO AÑO 2024 LAS INICIATIVAS DEL SUBT. 31 QUE SE INDICAN.,OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/1D0bm6GUxTvncE6lA42D6zVwk2b3Jpl2k/view?usp=drive_link,
,ipm,00144,27-03-2024,ENCOMIENDA FUNCIONES DE ENCARGADOS DE UNIDADES Y DEPARTAMENTOS DEL GOBIERNO REGIONAL DE ÑUBLE,OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/1x0882KiMGHfs9yv1rWIcLZxe5AHyrLBj/view?usp=drive_link,
,rge,00143,26-03-2024,INCORPORESE AL MARCO PRESUPUESTARIO FNDR APROBADO AÑO 2024 LAS INICIATIVAS DEL SUBT. 31 QUE SE INDICAN.,OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/1tiLLG9REHdp92DvmcCVDstIWgghn2Opq/view?usp=drive_link,
,veg,00142,26-03-2024,RECONOCE REALIZACION DE TRABAJO EXTRAORDINARIO Y AUTORIZA EL PAGO DE HORAS EXTRAORDINARIAS AL FUNCIONARIO QUE SE INDICA.,LEILA GASAUI IRRIBARRA,,https://drive.google.com/file/d/14j_DpQpAfWvVwY02WDHk-j6myrwUH9_J/view?usp=drive_link,
,psp,00141,25-03-2024,"APRUEBA MODIFICACION DE CONVENIO DEL PROYECTO DENOMINADO ""CONSTRUCCION MULTICANCHA PASTO SINTETICO VILLA CORDILLERA, BULNES""",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/1K97MdOQ1D8ngjUJY7dp1PAGcZPoKAsEh/view?usp=drive_link,
,psp,00140,25-03-2024,"APRUEBA MODIFICACION DE CONVENIO DEL PROYECTO DENOMINADO ""CONSTRUCCION PATIO TECHADO CORRALON MUNICIPAL COMUNA DE BULNES""",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/1p-ghHP9dccfzuDN5j5pWx6tlu1-cvupn/view?usp=drive_link,
,cae,00139,25-03-2024,EXTIENDE PLAZO DE POSTULACION AL CONCURSO VINCULACION CON LA COMUNIDAD 7% 2024.,OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/1DKgiWpwYlaHsXPcT2wuP5tnbI9SqrCWR/view?usp=drive_link,
,rep,00138,25-03-2024,ADJUDICA LICITACION ID 1036569-7-LE24 LICITACION PUBLICA: EQUIPOS DE PRODUCCION AUDIOVISUAL GOBIERNO REGIONAL DE ÑUBLE.,LEILA GASAUI IRRIBARRA,,https://drive.google.com/file/d/1EV267zXonvTpjFUt-CN45TAqdQlsTU8_/view?usp=drive_link,
,rge,00137,22-03-2024,"INCORPORESE AL MARCO PRESUPUESTARIO FNDR AÑO PRESUPUESTARIO 2024, LA INICIATIVA DEL SUBT. 31 QUE SE INDICA Y CREESE ASIGNACION PRESUPUESTARIA.",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/1qmAzz4K4mn4Eb3WEZiAAjud-ImmptuOV/view?usp=drive_link,
,odd,00136,22-03-2024,"INCORPORESE AL MARCO PRESUPUESTARIO FNDR AÑO PRESUPUESTARIO 2024, LAS INICIATIVAS DEL SUBT. 29 QUE SE INDICAN Y CREESE ASIGNACION PRESUPUESTARIA.",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/1efVCBTiqmyldf1yUVfCFKvXcEL9JJXsZ/view?usp=drive_link,
,cjm,00135,22-03-2024,"APRUEBA RECURSOS ADICIONALES PARA EL PROYECTO ""CONSTRUCCION MUELLE FLOTANTE LAGUNA AVENDAÑO, COMUNA DE QUILLON"".",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/1UwA-LkkLBWp9l44-g8OZNI6hDn1JTMsL/view?usp=drive_link,
,jpg,00134,22-03-2024,ENCOMIENDA FUNCION DE ENCARGADO DEL DEPARTAMENTO DE GESTION Y DESARROLLO DE PERSONAS DEL GOBIERNO REGIONAL DE ÑUBLE.,OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/1gpUQDDkXodlxoiMUqDTQax2O5oS59ePJ/view?usp=drive_link,
,rhp,00133,21-03-2024,"AUTORIZA Y JUSTIFICA FUNDADAMENTE DECISION DE TRANSFERIR RECURSOS A INSTITUCION QUE INDICA, PARA LA EJECUCION DE LOS PROYECTOS DENOMINADOS ""ADQUISICION MATERIAL MAYOR Y MENOR PARA GRANDES EMERGENCIAS, BOMBEROS DE ÑUBLE"" Y ""REPOSICION CARROBOMBA PARA LA 4TA COMPAÑIA DEL CUERPO DE BOMBEROS DE YUNGAY"".",ALICIA CONTRERAS VIELMA,,https://drive.google.com/file/d/167-0kn1G-tAzvDUXWzGGJfPi-NZ8eu0V/view?usp=drive_link,
,veg,00132,21-03-2024,RECONOCE REALIZACION DE TRABAJO EXTRAORDINARIO Y AUTORIZA EL PAGO DE HORAS EXTRAORDINARIAS AL FUNCIONARIO QUE SE INDICA.,LEILA GASAUI IRRIBARRA,,https://drive.google.com/file/d/1bjZB6yXBJBlqN-_2bRCsUtGZNIprCpPU/view?usp=drive_link,
,veg,00131,21-03-2024,RECONOCE REALIZACION DE TRABAJO EXTRAORDINARIO Y AUTORIZA EL PAGO DE HORAS EXTRAORDINARIAS AL FUNCIONARIO QUE SE INDICA.,LEILA GASAUI IRRIBARRA,,https://drive.google.com/file/d/1sWUJyg0Tc7MzhByWxnpmZoli0Y079oof/view?usp=drive_link,
,rep,00130,21-03-2024,ADJUDICA LICITACION ID 1036569-1-LQ24: SERVICIO DE VIGILANCIA DEL GOBIERNO REGIONAL DE ÑUBLE.,LEILA GASAUI IRRIBARRA,,https://drive.google.com/file/d/1DU-ytSZ4cWH7Rkue-6v6_p11kF1quzWH/view?usp=drive_link,
,rep,00129,21-03-2024,"APRUEBA TRATO DIRECTO: ARTICULO 10°, N°7, LETRA G) ""REPOSICION O COMPLEMENTACION DE EQUIPAMIENTO O SERVICIOS ACCESORIOS, QUE DEBEN NECESARIAMENTE SER COMPATIBLES CON LOS MODELOS.",LEILA GASAUI IRRIBARRA,,https://drive.google.com/file/d/1u8CQ5sgi-P5JdbtPGexpWwi9tARN4nCa/view?usp=drive_link,
,veg,00128,20-03-2024,"APRUEBA TRATO DIRECTO EN VIRTUD DEL ART.10, N°7, LETRA F) DEL DECRETO N°250 DE 2004 ""CUANDO POR LA MAGNITUD E IMPORTANCIA QUE IMPLICA LA CONTRATACION SE HACE INDISPENSABLE RECURRIR A UN PROVEEDOR DETERMINADO EN RAZON DE LA CONFIANZA Y SEGURIDAD QUE SE DERIVAN DE SU EXPERIENCIA COMPROBADA"".",LEILA GASAUI IRRIBARRA,,https://drive.google.com/file/d/1qX5EgAp-lQ8SCPRznDehM_29vHCkFcBm/view?usp=drive_link,
,psp,00127,19-03-2024,,OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/1M5xV-TtfgROVBJSxCmga3o83TSeAvj4b/view?usp=drive_link,
,psp,00126,19-03-2024,AUTORIZA UTILIZACION DE LA EXPLANADA DEL GOBIERNO REGIONAL DE ÑUBLE.,OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/1tJ2NT3i-lM0xG4W0yV2wYb-A3HM-C1Y3/view?usp=drive_link,
,psp,00125,19-03-2024,AUTORIZA UTILIZACION DE LA EXPLANADA DEL GOBIERNO REGIONAL DE ÑUBLE.,OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/1Qu-2ULYjv51rEGdz1aGVEkTR4KL9PgrJ/view?usp=drive_link,
,psp,00124,19-03-2024,MODIFICA RESOLUCION EXENTA N° 00076 DEL 16.02.2024 QUE AUTORIZA UTILIZACION DE LA EXPLANADA DEL GOBIERNO REGIONAL DE ÑUBLE.,OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/186lfm-q4Krq8XMf9Eu_M2KTmZV6W-dl8/view?usp=drive_link,
,ptr,00123,19-03-2024,"INCORPORENSE AL MARCO PRESUPUESTARIO FNDR APROBADO AÑO 2024, LAS INICIATIVAS QUE SE INDICA Y CREENSE LAS ASIGNACIONES PRESUPUESTARIAS.",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/1I5nv2aUyQV2d71YqbV5wD8T0HxdmBn2t/view?usp=drive_link,
,veg,00122,19-03-2024,"CONCEDE BENEFICIO DE SALA CUNA, DEL ART. 203 DEL CODIGO DEL TRABAJO A LA FUNCIONARIA PAMELA ALEJANDRA ORELLANA HERRERA.",OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/1uzchxitYCvqwY3urtiw-d1szowYE0Mi-/view?usp=drive_link,
,veg,00121,15-03-2024,ORDENA COMISION DE SERVIVIO AL EXTRANJERO DE FUNCIONARIA QUE INDICA.,OSCAR CRISOSTOMO LLANOS,,https://drive.google.com/file/d/1w7YdScWKTTq_Ml2WdNFvFlUoB6g2sjOM/view?usp=drive_link,
,veg,00120,15-03-2024,RECONOCE EL DERECHO A PERCIBIR BONO DE ESCOLARIDAD AÑOS 2024 A LOS FUNCIONARIOS QUE INDICA.,LEILA GASAUI IRRIBARRA,,https://drive.google.com/file/d/1H5zgbtgAgNkjpYSGOgGlI_4wWLuEtUxZ/view?usp=drive_link,
