DATOS DE REGISTRO DE INICIATIVA EN CARTERA DE PROYECTOS,,,,,,,,,,,,,,,,,,,,,,,,,,,EVALUACIÓN DE ADMISIBILIDAD,,,,,,,,,,PRIORIZACIÓN PARA REVISIÓN,,REVISIÓN INICIATIVA MIDESO,,,,,,,REVISIÓN INICIATIVAS GORE,,,,,,,,,,PRIORIZACIÓN PRESUPUESTARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codigo Unico,,Año,Año pptario,Cod Idi,Dv,Nombre Proyecto,Tipo,Provincia,Comuna,Etapa,Tipologia,Categoría GORE,Subt,Item,Asig,Prov Subdere,Formulador,Beneficiario,Sector,Subsector,Mto Proyecto,Mto Sectorial,Mto Fndr,Gsto Vigente,Gsto Sgtes Años,Estado Actual,Fecha Recp Gore,Fecha Ingre PreInv,Fecha Asig Analista,ANALISTA,ADMISIBLE O INADMISIBLE,Fecha 1° ADM / INAD,Documento o Fecha informa a UT ADM / INAD,Fecha Subsana Observaciones INAD,Fecha 2° ADM / INAD,2° Documento o Fecha informa a UT ADM / INAD,Fecha Priorización  para Revisión (Gobernador),Lugar de Priorización para Revisión,Mideso (SI / NO),N° Ordinario,Fecha Ordinario,N° Ord y Fcha Envi a Mds,RATE Mideso,Fecha RATE Mideso,Comunica RATE Mideso a U.T,Fecha Asig Analista REVISIÓN,Primer Rate,Fecha Primer Rate,Fecha Informa a UT 1° RATE,Fecha Subsanación Primer RATE,Segundo Rate,Fecha Segundo Rate,Fecha Informa a UT 2° RATE,N° Certificado RS,Fecha Certificado RS,Fecha Priorización  Presupuestaria (Gobernador),Lugar de Priorización para Revisión,N° Ord y Fcha Post,N° Of/Mail_Fcha Inf Form,N° Ord al Core,Fech Ord Envio a Core,N° Cert Core o Resolucion Ex,Fech Cert Aprob Core o Res. Exta.,RES. CREA ASIGNACIÓN,SUBT.,SUBT. - ITEM,SUBT. - ITEM - ASIG.,MONTO TOTAL PROYECTO,MONTO SECTORIAL,MONTO FNDR POSTULADO,MONTO ADJUDICADO,AUMENTOS,ESTADO,FECHA DE  CONVENIO,N° RES. APRUEBA CONVENIO,ID LICITACIÓN,EMPRESA ADJUDICADA,RUT,FECHA ACTA ENTREGA TERRENO,AUMENTO DE PLAZO,PROF. PRESUP RESPONSABLE,PROF. INVERSIONES RESPONSABLE,EJEC. 2019,EJEC. 2020,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,PROGRAMADO 2021,ARRASTRE 2022,PORCENTAJE AVANCE,PROGRAMADO ENE - JUN,PROGRAMADO JUL - DIC,ETAPA DEL CICLO,AREA DEL PROYECTO,DIAS PARA ULTIMO RATE (ANALISTA),DIAS PARA ULTIMO RATE (INGRESO GORE),DIAS DESDE FI - OT - ADMISIBLE,CONDICIÓN INICIATIVA,DIAS DESDE CORE A CONVENIO,EJECUCIÓN 2021,,,% EJEC. PROG. 02 - 2021
30002297-2021,,2020,2021,30002297,0,REPOSICION GIMNASIO MUNICIPAL DE COIHUECO,PROYECTO,PUNILLA,COIHUECO,EJECUCIÓN,MIDESO,,31,2,0,#REF!,MUNICIP. COIHUECO,COIHUECO,DEPORTES,DEPORTE RECREATIVO,"$2,448,927",$0,"$2,448,927","M$2,020,000","M$428,927",APRO CORE,30-01-2020,#REF!,10-02-2020,MARIA JOSE GUTIÉRREZ / MIDESO,,#REF!,,,,,,,,,,93,,,,,,RS,,12-03-2020,,,,,,,,,#REF!,170,17-03-2020,63,30-03-2020,"$389,481",PUNILLA,COIHUECO,30002297,02,004,REPOSICIÓN GIMNASIO MUNICIPAL DE COIHUECO,"$2,448,927",$0,63,,8. PARALIZADO,0.99,"CJG 11.12.23 Iniciativa paralizada por modificación del convenio por montos sectoriales asignados y por aumento polinómico, el cual ya fue aprobada por los CORES // CJG 27.11.23 Iniciativa paralizada por modificación del convenio por montos sectoriales asignados y por aumento polinómico, el cual esta en aprobación de los CORES fue enviado el 20-11-2023 // CJG ULTIMA VISITA 14.12.22 // CJG 16.8.22 POR MEDIO DE OFICIO 111 12 AGOSTO SE SOLICITA REEVALUACION POR SITUACIONES NO PREVISTAS DE DISEÑO // CJG 25.7.22 ULTIMA VISITA 18.7.22 // CJG ULTIMA VISITA 30.6.22 //  CJG ULTIMA VISITA 15.6.22 //  CJG 23.5.22 ULTIMA VISITA // CJG ULTIMA VISITA 13.04.22 // CJG ULTIMA VISITA 09.03.22 // CJG ULTIMA VISITA 16.02.22 // CJG ULTIMA VISITA 02.02.22 // CJG ULTIMA VISITA 18.11.21 // CJG ULTIMA VISITA 21.10 // CJG ULTIMA VISITA 28.9 ESTA SEMANA SE HORMIGONA LAS GRADERIAS // CJG 26.8.21 AVANCE 45% // CJG 16.8.21 AVANCE 30% // CJG 29.7.21 AVANCE 25% // ELABORACIÓN DE CONVENIO/ ELABORACIÓN DE RESOLUCIÓN QUE APRUEBA CONVENIO PARA SER ENVIADO A CONTRALORÍA PARA TOMA DE RAZÓN. RES. AFECTA SERA INGRESADA CONTRALORIA 29.05.2020. SEMANA DEL 30/06/2020 SUBIRÁN LAS BASES DE LICITACIÓN.// SE SUBIRA LA LICITACIÓN DURANTE LA SEMANA DEL 06.07 AL 10.07 (15/07/2020-CSP// SUBIÓ LICITACIÓN 09/07, ADJUDICACIÓN 30/09)///(20/07/2020-MQV// SIN NUEVAS OBSERVACIONES YA QUE SE DEBE ESPERAR LA ADJUDICICACÍON EL 30.09.2020)) #CJM 31-07-2020 SIN NUEVAS OBSERVACIONES //06-08-2020 LMPO FECHA DE CIERRE DE LICITACIÓN EL 04-09 FECHA TOPE PARA ADJUDICAR EL 09-10.-SEGÚN PORTAL MERCADO PÚBLICO.- 12/08/2020-ALDF// SIN OBSERVACIONES. 18.08.2020 - PSP// SIN OBSERVACIONES //28/08/2020-CSP// SIN OBSERVACIONES // 02.09.20-MQV// SIN OBSERVACIONES AÚN EN LICITACIÓN #CJM 11-09-2020 LICITACION EN PORTAL SIN OBSERVACOINES // //LMPO 16-09 ADJUDUCACIÓN SERÁ EL 16-10. // ALDF 23-09-2020 SIN OBSERVACIONES. // PSP - 29.09.2020 EVALUACIÓN DE LAS OFERTAS SE ESPERA QUE EN OCTUBRE PASE LA ADJUDICACIÓN PARA EL CONSEJO MUNICIPAL CSP// 09-10-2020 SIN NUEVAS OBSERVACIONES // MQV// 15-10-2020 LICITACIÓN ADJUDICADA//CJM 30-10-2020 SIN NUEVAS OBSERVACIONES // ALDF 13.01.2021 EL 11/01/2021 SE ENTREGÓ TERRENO. // ALDF 28.01.2021 RETRASO POR CASO COVID AVANCE 2% EN INSTALACIÓN DE FAENAS // PSP 05,02,2021 SE ENCUENTRA CON UN 4% DE AVANCE//MQV 19,02,2021 SIN NUEVAS OBSERVACIONES // PSP 03.03.2021 PRIMER ESTADO DE PAGO EN REVISIÓN DE INVERSIONES (OO.CC Y AITO) // PSP 24-04.2021 SIN OBSERVACIONES// PSP 15.06.2021 CON UN 19% DE EJECUCIÓN // CJG 22.07.21 AVANCE 28%",43964,47,43978,229-66-LR20,CONSTRUCTORA E INGENIERIA INGESEP LTDA.,76.030.744-0,"$44,207",$365,$625,Maryorie Quintero Vejar,Carolina Serey Provoste,DIPIR,SUBT. 31 - DIPIR,,,,,,,,,0.00%,$990,$0,INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
30069728-2019,,2019,2019,30069728,0,"REPOSICIÓN CENTRO DE SALUD FAMILIAR, COMUNA DE PINTO",PROYECTO,DIGUILLIN,PINTO,DISEÑO,MIDESO,,31,,,#REF!,MUNICIP. PINTO,PINTO,SALUD,INFRAESTRUCTURA SALUD,"$60,000",$0,"$60,000","M$60,000",M$0,REEMPL,30-11-2018,#REF!,30-11-2018,JAVIER BRITO,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
30072326-2019,,2019,2019,30072326,0,REPOSICION AMPLIADA EDIFICIO CONSISTORIAL MUNICIP. SAN NICOLAS,PROYECTO,PUNILLA,SAN NICOLÁS,EJECUCIÓN,MIDESO,,31,2,,#REF!,MUNICIP. SAN NICOLÁS,SAN NICOLAS,CONSISTORIAL,ADMINISTRACION MULTISECTOR,"$2,995,800",$0,"$2,995,800","M$1,847,138","M$1,148,662",NO PRIO INTEN RS,06-12-2018,#REF!,10-12-2018,JAVIER BRITO / MIDESO,,#REF!,,,,,,,,,,,,,,,,INADMISIBLE,,15-12-2017,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
30072326-2022,,2021,2022,30072326,0,REPOSICIÓN AMPLIADA EDIFICIO CONSISTORIAL MUNICIPALIDAD DE SAN NICOLÁS,PROYECTO,PUNILLA,SAN NICOLÁS,EJECUCIÓN,MIDESO,Infraestructura Pública,31,2,0,#REF!,MUNICIP. SAN NICOLÁS,SAN NICOLAS,EDIFICACION PUBLICA,ADMINISTRACION MULTISECTOR,"$3,219,716",$0,"$3,219,716","M$1,339,671","M$1,878,409",,04-01-2021,#REF!,07-01-2021,MARIA JOSE GUTIERREZ,,#REF!,,,,,,,,,,25,,,,,,RS,,27-08-2021,,,,,,,,,#REF!,0,,0,,,PUNILLA,SAN NICOLÁS,30072326,02,004/002,REPOSICION AMPLIADA EDIFICIO CONSISTORIAL MUNICIP. SAN NICOLAS,"$3,361,392",$0,362,,7. EN EJECUCIÓN,0.8,"CJG 25.8.23 ULTIMA VISITA 16.8.23 // CJG 19.5.23 ULTIMA VISITA 17.5.23 // CJG 9.5.23 ULTIMA VISITA 2.5.23 // CJG 16.2.23 SOLICITA 9,5873% DE AUMENTO PARA ADJUDICAR, PASA A CORE 28.2.23 // CJG 2.11.22 DEBERIA UT CONFIRMAR ADJUDICACION ESTA SEMANA // CJG 7.10.22 ADJUDICA 30 NOV // CJG 25.8.22 REUNION DE PRELICITACION SE LLEVARA A CABO VIERNES 26.8.22 // CJG 18.8.22 CONVENIO SERA ENVIADO ESTA SEMANA AL MUNICIPIO ",44760,58,44767,1493-90-LR22,INGESEP LTDA,76.030.744-0,22.3.23,$365,,Maryorie Quintero Vejar,Carolina Serey Provoste,DIPIR,SUBT. 31 - DIPIR,,,,,,,,,0.00%,$365,$0,INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
30075322-2019,,2019,2019,30075322,0,"NORMALIZACION LICEO JOSE MANUEL PINTO ARIAS, COMUNA DE PINTO",PROYECTO,DIGUILLIN,PINTO,DISEÑO,MIDESO,,31,,,#REF!,MUNICIP. PINTO,PINTO,"EDUCACION, CULTURA Y PATRIMONIO",EDUCACIÓN BÁSICA Y MEDIA,"$60,000",$0,"$60,000","M$30,000","M$30,000",REV MDS,30-04-2019,#REF!,03-06-2019,MATHIAS PEZO / MIDESO,,#REF!,,,,,,,,,,305,,,,,,FI,,06-08-2019,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
30075322-2020,,2019,2020,30075322,0,"NORMALIZACION LICEO JOSE MANUEL PINTO ARIAS, COMUNA DE PINTO",PROYECTO,DIGUILLIN,PINTO,DISEÑO,MIDESO,,31,,,#REF!,MUNICIP. PINTO,PINTO,"EDUCACION, CULTURA Y PATRIMONIO",EDUCACIÓN BÁSICA Y MEDIA,"$60,000",$0,"$60,000","M$60,000",M$0,REV MDS,30-04-2019,#REF!,02-01-2020,PABLO NUÑEZ,,#REF!,,,,,,,,,,15,,,,,,FI,,09-11-2020,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
30075322-2021,,2021,2021,30075322,0,"NORMALIZACIÓN LICEO JOSÉ MANUEL PINTO ARIAS, COMUNA DE PINTO",PROYECTO,DIGUILLIN,PINTO,DISEÑO,MIDESO,Infraestructura Pública,31,2,0,#REF!,MUNICIP. PINTO,PINTO,"EDUCACION, CULTURA Y PATRIMONIO",EDUCACIÓN BÁSICA Y MEDIA,"$73,017",$0,"$73,017","M$20,000","M$53,017",,26-01-2021,#REF!,28-01-2021,MATHIAS PEZO,,#REF!,,,,,,,,,,123,,,,,,FI,,23-03-2021,,,,,,,,,#REF!,0,,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
30095321-2019,,2019,2019,30095321,0,"REPOSICION POSTA DE SALUD RURAL VEGAS DE ITATA, COMUNA DE COELEMU",PROYECTO,ITATA,COELEMU,DISEÑO,MIDESO,,31,,,#REF!,MUNICIP. COELEMU,COELEMU,SALUD,BAJA COMPLEJIDAD,"$17,450",$0,"$17,450","M$8,725","M$8,725",REV MDS,12-04-2019,#REF!,12-04-2019,JAVIER BRITO / MIDESO,,#REF!,,,,,,,,,,161,,,,,,FI,,27-12-2019,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
30095321-2020,,2020,2020,30095321,0,"REPOSICION POSTA DE SALUD RURAL VEGAS DE ITATA, COMUNA DE COELEMU",PROYECTO,ITATA,COELEMU,DISEÑO,MIDESO,,31,,,#REF!,MUNICIP. COELEMU,COELEMU,SALUD,BAJA COMPLEJIDAD,"$22,896",$0,"$22,896","M$22,896",,,29-01-2020,#REF!,29-01-2020,PABLO NUÑEZ,,#REF!,,,,,,,,,,40,,,,,,FI,,04-03-2020,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
30095321-2021,,2021,2021,30095321,0,"REPOSICIÓN POSTA DE SALUD RURAL VEGAS DE ITATA, COMUNA DE COELEMU",PROYECTO,ITATA,COELEMU,DISEÑO,MIDESO,Infraestructura Pública,31,2,0,#REF!,MUNICIP. COELEMU,COELEMU,SALUD,INFRAESTRUCTURA SALUD,"$22,896",$0,"$22,896","M$22,896",M$0,,02-02-2021,#REF!,08-02-2021,MATHIAS PEZO,,#REF!,,,,,,,,,,,,,,,,ADMISIBLE,,,,,,,,,,,#REF!,0,,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
30095321-2022,,2022,2022,30095321,0,"REPOSICION POSTA DE SALUD RURAL VEGAS DE ITATA, COMUNA DE COELEMU",PROYECTO,ITATA,COELEMU,DISEÑO,MIDESO,INFRAESTRUCTURA PÚBLICA,31,2,,#REF!,MUNICIP. COELEMU,COELEMU,SALUD,SALUD BAJA COMPLEJIDAD,"M$26,349",M$0,"M$26,349","M$10,000","M$16,349",APROBADO TÉCNICAMENTE,05-04-2022,#REF!,,Sin Analista,,#REF!,,,,,,,,,,571,,,,,,RS,,28-06-2022,,,,,28-06-2022,,,224,#REF!,1914,14-11-2022,,,,ITATA,COELEMU,30095321,02,,"REPOSICION POSTA DE SALUD RURAL VEGAS DE ITATA, COMUNA DE COELEMU","$28,009",$0,570,,4. CONVENIO FIRMADO,,CJG 30.3.23 CONVENIO EN GABINETE PARA FIRMA,,,,,,,,,,Luis Padilla Orellana,Vanessa Moreno,DIPLADE,SUBT. 31 - DIPLADE,,,,,,,,,0.00%,$0,$0,INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
30095514-2019,,2019,2019,30095514,0,"CONSTRUCCION MUROS DE CONTENCION POBLACION VILLA MADERA, COELEMU",PROYECTO,ITATA,COELEMU,EJECUCIÓN,MIDESO,,31,,,#REF!,MUNICIP. COELEMU,COELEMU,INFRAESTRUCTURA SOCIAL,SEGURIDAD PUBLICA,"$451,788",$0,"$451,788","M$180,715","M$271,073",NO RECOMEN,05-02-2019,#REF!,06-02-2019,MARIA JOSE GUTIÉRREZ / MIDESO,,#REF!,,,,,,,,,,,,,,,,INADMISIBLE,,12-02-2019,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
30095718-2019,,2019,2019,30095718,0,"CONSTRUCCION EDIFICIO CONSISTORIAL, COMUNA DE QUIRIHUE",PROYECTO,ITATA,QUIRIHUE,EJECUCIÓN,MIDESO,,31,2,,#REF!,MUNICIP. QUIRIHUE,QUIRIHUE,CONSISTORIAL,ADMINISTRACION MULTISECTOR,"$7,563,409",$0,"$7,563,409","M$991,507","M$6,571,902",REEMPL,31-12-2018,#REF!,08-01-2019,JAVIER BRITO / MIDESO,,#REF!,,,,,,,,,,,,,,,,RS,,28-12-2018,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
30095718-2020,,2019,2020,30095718,0,"CONSTRUCCION EDIFICIO CONSISTORIAL, COMUNA DE QUIRIHUE",PROYECTO,ITATA,QUIRIHUE,EJECUCIÓN,MIDESO,,31,2,,#REF!,MUNICIP. QUIRIHUE,QUIRIHUE,CONSISTORIAL,ADMINISTRACION MULTISECTOR,"$7,760,036",$0,"$7,760,036","M$1,017,283","M$6,742,753",NO PRIO INTEN RS,31-12-2018,#REF!,08-01-2019,JAVIER BRITO / MIDESO,,#REF!,,,,,,,,,,,,,,,,RS,,28-12-2018,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
30103660-2019,,2019,2019,30103660,0,"MEJORAMIENTO PLAZA DE ARMAS, COMUNA DE BULNES",PROYECTO,DIGUILLIN,BULNES,DISEÑO,MIDESO,,31,,,#REF!,MUNICIP. BULNES,BULNES,INFRAESTRUCTURA PUBLICA,DESARROLLO URBANO,"$43,406",$0,"$43,406","M$43,406",M$0,NO RECOMEN,09-11-2018,#REF!,09-11-2018,OSCAR DIAZ / MIDESO,,#REF!,,,,,,,,,,,,,,,,INADMISIBLE,,16-11-2018,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
30103782-2019,,2019,2019,30103782,0,RESTAURACION CAPILLA HOSPITAL SAN JUAN DE DIOS DE CHILLÁN,PROYECTO,DIGUILLIN,CHILLÁN,EJECUCIÓN,MIDESO,,31,2,,#REF!,MOP ARQUI,CHILLAN,ARTES,INFRAESTRUCTURA PATRIMONIAL,"$2,932,180",$0,"$2,932,180","M$265,183","M$2,666,997",APRO CORE,28-12-2018,#REF!,03-01-2019,ELIAS JARA,,#REF!,,,,,,,,,,40,,,,,,RS,,15-03-2019,,,,,,,,,#REF!,128,25-03-2019,77,03-04-2019,,DIGUILLIN,CHILLÁN,30103782,02,,RESTAURACION CAPILLA HOSPITAL SAN JUAN DE DIOS DE CHILLÁN,"$2,932,180",$0,77,,9. TERMINADO,,CJG 22.9.22 CONVENIO RECILIADO // CJG EN REFORMULACION DEL PROYECTO 15.03.22 // 06-08-2020 LMPO ESTÁ EN TRÁMITE PROCESO DE RESCILIACIÓN DE CONVENIO YA QUE SE EJECUTARÁ CON APORTES SECTORIALES. 13/08/2020-ALDF// SE TRAMITÓ RESCILIACIÓN DE CONVENIO Y SE ESTÁ A LA ESPERA DE REINTEGRO DE GASTOS ADMINISTRATIVOS// CJM 11/09/2020 CONVENIO RESCILIADO // LMPO 16.09.2020 - SEDEBEN SUBIR ANTECEDENTES DE RESCILIACION DE CONVENIO AL BIP LO QUE SE REALIZARÁ A MAS TARDAR LA SEMANA DEL 21 DE SEPTIEMBRE // 24.09.2020 - ALDF SE ENVÍARON ANTECEDENTES A MIDESO DE RESCILIACION DE CONVENIO // PSP 15.06.2021 SIN OBSERVACIONES.,43626,266,43628,,,,,,,Pamela Solis Perez,Carolina Serey Provoste,DIPIR,SUBT. 31 - DIPIR,,,,"$1,068",,,,,106800.00%,$0,"$1,068",INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
30113947-2020,,2019,2020,30113947,0,CONSTRUCCION CAMARINES ESTADIO MUNICIPAL YUNGAY,PROYECTO,DIGUILLIN,YUNGAY,EJECUCIÓN,FRIL,,33,3,125,#REF!,MUNICIP. YUNGAY,YUNGAY,DEPORTES,DEPORTE RECREATIVO,"$60,000",$0,"$60,000","M$60,000",M$0,APRO CORE,29-03-2019,#REF!,11-10-2019,JAVIER BRITO,,#REF!,,,,,,,,,,,,,,,,RS,,19-12-2019,,,,,,,,,#REF!,489,30-12-2019,,,,DIGUILLIN,YUNGAY,30113947,03,125,CONSTRUCCIÓN CAMARINES ESTADIO MUNICIPAL DE YUNGAY,"$60,000",$0,9,,9. TERMINADO,1,TERMINADO,43909,172,43935,3588-22-LP20,Constructora y Comercializadora paulina Diaz EIRL,76.888.995-3,"$44,130",$108,$18,Pamela Solis Perez,Carlos Jungjohann Muñoz,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,0.00%,$126,$0,INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
30113947-2020,,2019,2020,30113947,0,CONSTRUCCION CAMARINES ESTADIO MUNICIPAL YUNGAY,PROYECTO,DIGUILLIN,YUNGAY,EJECUCIÓN,FRIL,,33,3,125,#REF!,MUNICIP. YUNGAY,YUNGAY,DEPORTES,DEPORTE RECREATIVO,"$60,000",$0,"$60,000","M$60,000",M$0,APRO CORE,29-03-2019,#REF!,11-10-2019,JAVIER BRITO,,#REF!,,,,,,,,,,,,,,,,RS,,19-12-2019,,,,,,,,,#REF!,489,30-12-2019,9,08-01-2020,,DIGUILLIN,YUNGAY,30113947,03,125,CONSTRUCCIÓN CAMARINES ESTADIO MUNICIPAL DE YUNGAY,"$60,000",$0,9,,9. TERMINADO,1,TERMINADO,43909,172,43935,3588-22-LP20,Constructora y Comercializadora paulina Diaz EIRL,76.888.995-3,"$44,130",$108,$18,Pamela Solis Perez,Carlos Jungjohann Muñoz,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,0.00%,$126,$0,INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
30119286-2020,,2020,2020,30119286,0,"REPOSICIÓN CESFAM FEDERICO PUGA BORNE, CHILLÁN VIEJO",PROYECTO,DIGUILLIN,CHILLAN VIEJO,EJECUCIÓN,MIDESO,,31,0,0,#REF!,MUNICIP. CHILLÁN VIEJO,CHILLAN VIEJO,SALUD,BAJA COMPLEJIDAD,"$4,672,751",$0,"$4,672,751","M$25,678","M$4,647,073",APRO CORE,20-04-2020,#REF!,20-04-2020,Oscar Diaz Diaz,,#REF!,,,,,,,,,,191,,,,,,RS,,27-04-2020,,,,,,,,,#REF!,651,31-07-2020,181,24-08-2020,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
30119286-2021,,2022,2021,30119286,0,"REPOSICION CESFAM FEDERICO PUGA BORNE, CHILLAN VIEJO",PROYECTO,DIGUILLÍN,CHILLÁN VIEJO,EJECUCIÓN,MIDESO,SALUD,31,2,,#REF!,MUNICIP. CHILLÁN VIEJO,CHILLÁN VIEJO,SALUD,SALUD BAJA COMPLEJIDAD,"M$6,522,507",M$0,"M$6,522,507","M$3,588,628","M$2,922,291",APROBADO TÉCNICAMENTE,03-08-2022,#REF!,,Sin Analista,,#REF!,,,,,,,,,,855,,,,,,RS,,02-08-2022,,,,,,,,663,#REF!,,,,,24-08-3217,DIGUILLIN,CHILLÁN VIEJO,30119286,02,004/002,"REPOSICION CESFAM FEDERICO PUGA BORNE, CHILLAN VIEJO","$6,522,507",$0,181 / 491,,7. EN EJECUCIÓN,0.8,CJG 13.5.24 ULTIMA VISITA 8.5.24 // CJG 25.5.23 SE ENVIO A SSÑ CONVENIO MODIFICADO Y TOMADO DE RAZON // CJG 7.10.22 SE ENVIARON CONVENIOS MANDATOS A SSÑ 3.10.22 // CJG LLEGO CERTIFICADO CORE 491/2022 // CJG 11.8.22 AYER SE APROBO AUMENTO PARA PODER LICITAR NUEVAMENTE // CJG 21.9.21 SE REQUIERE 2° LICITACION OFERTA DE 1° LICITACION SUPERAN EL 38% // CJG 24.08.21 ADJUDICA 09 OCT. // CJG 19.08.21 ADJUDICA 28 SEPT. // CJG 05.08.21 AITO HA PRESENTADO A LA FECHA YA 3 ESTADOS DE PAGO // LPO 16.09.2020 - SE ENCUENTRA EN TRÁMITE RES. AFECTA 100 QUE CREA ASIGNACIÓN PRESUPUESTARIA DE LA INICIATIVA // 24.09.2020 - ALDF SIN OBSERVACIONES // PSP 011.10.2020 EN CREACIÓN PPTO RES. N°100 // CSP 07.10.2020 SIN OBSERVACIONES // //MQV// 16-10-2020 SIN NUEVAS OBSERVACIONES//CJM 30-10-2020 SIN NUEVAS OBSERVACIONES // ALDF 12-01-2021 CONVENIO TOMADO DE RAZÓN Y ENVIADO AL SERVICIO DE SALUD // PSP 03.03.2021 EL LICITACIÓN APERTURA EL DÍA 24-08-2021 // CJG 3.8.21 LLEGARON 8 EMPRESAS A LA VISITA DE TERRENO ADJUDICA A FINES DE SEPTIEMBRE TEORICAMENTE,44141,111,44145,1180937-3-LR21 / 1180937-1-LR22,CONSTRUCTORA CASAA LTDA,76.116.690-5,"$45,181",$365,,Pamela Solis Perez,Jorge Oñate Castro,DIPIR,SUBT. 31 - DIPIR,,,,,,,,,0.00%,$365,$0,INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
