 ,CODIGO ÚNICO,AÑO PRESUPUESTARIO,UNIDAD TÉCNICA ,ORIGEN,TIPOLOGIA,PROVINCIA,COMUNA,CODIGO BIP,SUBT,ITEM,ASIG,NOMBRE INICIATIVA,MONTO TOTAL PROYECTO,MONTO SECTORIAL M$,MONTO FNDR POSTULADO M$,MONTO FNDR ADJUDICADO M$,AUMENTOS $,CERT CORE O RS,FECHA CERTIFICADO,RES. CREA ASIGNACIÓN,ESTADO,AVANCE,OBSERVACIÓN,FECHA FIRMA DE CONVENIO,N° RES. APRUEBA CONVENIO,FECHA RES- APRUEBA CONVENIO,ID LICITACIÓN,EMPRESA ADJUDICADA ,RUT,ACTA ENTREGA TERRENO,PLAZO,AUMENTO DE PLAZO (PARALIZACIÓN),PROF. PRESUP RESPONSABLE,PROF. RESPONSABLE,DIVISIÓN VINCULADA,DIVISIÓN Y SUBTÍTULO,MAY,JUN,JUL,AGO,SEPT,OCT,NOV,DIC,suma ene a dic,dife,EJEC. 2019,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEPT,OCT,NOV,DIC,EJEC. 2020,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,EJEC. 2021,ENERO PROYECTADO ,ENERO REAL,FEB PROYECTADO ,FEB REAL,MAR PROYECTADO,MAR REAL,ABR PROYECTADO,ABR REAL,MAY PROYECTADO,MAY REAL,JUN PROYECTADO,JUN REAL,JUL PROYECTADO,JUL REAL,AGO PROYECTADO,AGO REAL,SEP PROYECTADO,SEP REAL,OCT PROYECTADO,OCT REAL,NOV PROYECTADO,NOV REAL,DIC PROYECTADO,DIC REAL,GASTO  EJECUTADO 2022,ENERO PROYECTADO 23,ENERO REAL 23,FEB PROYECTADO 23,FEB REAL 23,MAR PROYECTADO 23,MAR REAL 23,ABR PROYECTADO 23,ABR REAL 23,MAY PROYECTADO 23,MAY REAL 23,JUN PROYECTADO 23,JUN REAL 23,JUL PROYECTADO 23,JUL REAL 23,AGO PROYECTADO 23,AGO REAL 23,SEP PROYECTADO 23,SEP REAL 23,OCT PROYECTADO 23,OCT REAL 23,NOV PROYECTADO 23,NOV REAL 23,DIC PROYECTADO 23,DIC REAL 23,GASTO A EJECUTAR 2023,GASTO  EJECUTADO 2023,ARRASTRE 2024,ENERO PROYECTADO 24,ENERO REAL 24,FEB PROYECTADO 24,FEB REAL 24,MAR PROYECTADO 24,MAR REAL 24,ABR PROYECTADO 24,ABR REAL 24,MAY PROYECTADO 24,MAY REAL 24,JUN PROYECTADO 24,JUN REAL 24,JUL PROYECTADO 24,JUL REAL 24,AGO PROYECTADO 24,AGO REAL 24,SEP PROYECTADO 24,SEP REAL 24,OCT PROYECTADO 24,OCT REAL 24,NOV PROYECTADO 24,NOV REAL 24,DIC PROYECTADO 24,DIC REAL 24,GASTO A EJECUTAR 2024,GASTO  EJECUTADO 2024,ARRASTRE 2025,ENERO PROYECTADO 25,ENERO REAL 25,FEB PROYECTADO 25,FEB REAL 25,MAR PROYECTADO 25,MAR REAL 25,ABR PROYECTADO 25,ABR REAL 25,MAY PROYECTADO 25,MAY REAL 25,JUN PROYECTADO 25,JUN REAL 25,JUL PROYECTADO 25,JUL REAL 25,AGO PROYECTADO 25,AGO REAL 25,SEP PROYECTADO 25,SEP REAL 25,OCT PROYECTADO 25,OCT REAL 25,NOV PROYECTADO 25,NOV REAL 25,DIC PROYECTADO 25,DIC REAL 25,GASTO A EJECUTAR 2025,GASTO  EJECUTADO 2025,ARRASTRE 2026, , , ,ppto,2021+2022+2023,2024,saldo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,40008152-2020,2020,SERVICIO DE SALUD,SECTORIAL / OTRO,SALUD,DIGUILLIN,CHILLÁN,40008152,29,05,,REPOSICION MAMÓGRAFO PARA IMAGENOLOGÍA HCHM,"$198,013",$0,"$198,013","$198,013",,166,30-07-2019,2/6.1.20,9. TERMINADO,100%,EJECUTADO,28-01-2020,10,06-02-2020,,,,,,,Pamela Solis Perez,Carlos Jungjohann Muñoz,DIPIR,SUBT. 29 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,"$197,945",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$68,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40001778-2020,2020,SERVICIO DE SALUD,SECTORIAL / OTRO,SALUD,DIGUILLIN,CHILLÁN,40001778,29,05,,ADQUISICION MICROSCOPIO NEUROCIRUGÍA DEL HOSPITAL CLÍNICO HERMINDA MARTIN,"$285,267",$0,"$285,267","$285,267",,163,30-07-2019,2/6.1.20,9. TERMINADO,100%,EJECUTADO,28-01-2020,8,06-02-2020,,,,,,,Pamela Solis Perez,Carlos Jungjohann Muñoz,DIPIR,SUBT. 29 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,"$285,243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$24,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40008309-2020,2020,SERVICIO DE SALUD,SECTORIAL / OTRO,SALUD,PUNILLA,SAN CARLOS,40008309,29,05,,REPOSICION TORRE OTORRINOLOGIA H. SAN CARLOS,"$83,264",$0,"$83,264","$83,264",,165,30-07-2019,2/6.1.20,9. TERMINADO,100%,EJECUTADO,28-01-2020,4,06-02-2020,,,,,,,Pamela Solis Perez,Carlos Jungjohann Muñoz,DIPIR,SUBT. 29 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,"$83,246",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$18,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40016697-2020,2020,SERVICIO DE SALUD,SECTORIAL / OTRO,SALUD,REGIONAL,REGIONAL,40016697,29,05,,ADQUISICIÓN DE EQUIPAMIENTO PARA IMPLEMENTACIÓN DE SALA DE CUIDADOS MEDIOS DEL HCHM,"$147,524",$0,"$147,524","$147,524",1679,62,30-03-2020,111/13.3.20,9. TERMINADO,100%,"EQUIPOS COMPRADOS POR SALUD, A ESPERAS DE SU LLEGADA / 27.05 RECEPCIONADO A LA FECHA SOLO BOMBAS DE INFUSION A LA ESPERA DEL RESTO / 06.07 SE HAN RECEPCIONADO 4 FACTURAS LAS CUALES LES FALTA EL ACTA DE RECPECION Y NOTAS DE CREDITOS PARA PASAR A PAGO # CJM 31-07-2020 LAS 4 FACTURAS MENCIONADAS YA PASARON PARA PAGO POR UN TOTAL DE $40.703.423 // 06-08-2020 LMPO DE ESTADOS DE PAGO QUE INGRESARON AL GORE SE PASARON TODOS A PAGO. 13/08/2020-ALDF// HAY EQUIPOS COMPRADOS PERO AUN NO SON ENVIADOS POR LAS EMPRESAS. 21/08/2020-PSP// SE RECEPCIONÓ NUEVO ESTADO DE PAGO QUE SERÍA EL UNICO PENDIENTE DE PASAR A DAF // 26/08/2020-CSP// SIN OBSERVACIONES// 03.09.20-MQV-SIN NUEVAS OBSERVACIONES // CJM 11/09/2020 QUEDA UN EQUIPO QUE ADQUIRIR Y TODOS LOS PAGOS RECEPCIONADOS SE ENCUENTRAN EN LA DAF // LPO 16.09.2020 PENDINTE DE ADQUIRIR 1 EQUIPO MEDICO.// 24.09.2020 - ALDF SIN OBSERVACIONES // PSP 01.10.2020 PENDIENTE DE COMPRAR UN EQUIPO Y SOLICITARAN INCREMENTO DE RECURSOS PARA ELLO // CSP 07.10.2020 SIN OBSERVACIONES // CSP 07.10.2020 INGRESÓ SOLICITUD DE INCREMENTO DE RECURSOS // / MQV// 15-10-2020 EN EVALUACIÓN CORE AUMENTO DE RECURSOS //CJM 10-12-20 PENDIENTE QUE INGRESE PAGO POR CAMILLA DE TRASLADO PASCIENTES // ALDF 12-01-2021 PENDIENTE LA COMPRA DE CAMILLA DE TRASLADO PACIENTES, LOS OTROS EQUIPOS SE ENCUENTRAN TODOS ADQUIRIDOS,  // PSP 16.06.2021 SE MANTIENE OBSERVACIÓN ANTERIOR Y SE INGRESÓ AL CORE LA INCORPORACIÓN DE ESTE SALDO AL MARCO PRESUPUESTARIO",17-03-2020,23,19-03-2020,,,,,,,Pamela Solis Perez,Carlos Jungjohann Muñoz,DIPIR,SUBT. 29 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,"$147,003",,,,,,,,,,,"$2,200",,"$2,200",,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40013267-2020,2020,SERVICIO DE SALUD,SECTORIAL / OTRO,SALUD,REGIONAL,REGIONAL,40013267,31,01,,DIAGNOSTICO DISEÑO DE LA ARQUITECTURA DE LAS TIC PARA RED DE SALUD ÑUBLE,"$85,774",$0,"$85,774","$65,000",,172,07-08-2020,094/10.08.2020,9. TERMINADO,100%,"CJG EN REUNION 28 MARZO 2022 INDICAN QUE ESTA EN EJECUCION PASANDO A ESTAPA 2 Y 3, PREPARANDO EL ESTADO DE PAGO // CJG 28/10 RESOLUCIÓN 3543 APRUEBA EL CONVENIO DE FECHA 8 DE JULIO DE 2021. LA ENTREGA DEL PRIMER INFORME SE REALIZARÁ ESTE LUNES 18, Y EQUIVALE AL 30% DEL PRIMER ESTADO DE PAGO. EL SEGUNDO INFORME EL 26 DE DICIEMBRE. EL TERCER INFORME EN  FEBRERO DEL 2022, EL CUARTO EN ABRIL DEL 2022, Y EL QUINTO Y ÚLTIMO INFORME EN MAYO DEL 2022   // bn.2.09.2020 ADFL - CONVENIO EN REVISION SSÑ // PSP 011.10.2020 SIN OBSERVACIONES // CSP 07.10.2020 SIN OBSERVACIONES //MQV// 16-10-2020 SE DEBE ENVIAR A CONTRALORIA A TOMA DE RAZÓN//CJM 30-10-2020 SIN NUEVAS OBSERVACIONES // ALDF 12-01-2021 CONVENIO FUE ENVIADO AL SERVICIO DE SALUD ÑUBLE // PSP 12.05.2021 SIN OBSERVACIONES // PSP 15-06-2021 FECHA DE APERTURA // PSP 15-06-2021 ADJUDICADA",13-10-2020,105,15-10-2020,1180937-2-LP21,ARTICLYNX S.A. - ARZOBARR SPA.,76.690.555-2,7/8,270,,Pamela Solis Perez,Jorge Oñate Castro,DIPIR,SUBT. 31 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,500","$19,500",,,,,,,"$19,500","$19,500",,,,,,,"$26,000","$26,000",,,,,"$65,000",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40010841-2020,2020,SERVICIO DE SALUD,SECTORIAL / OTRO,TRANSPORTE,REGIONAL,REGIONAL,40010841,29,03,,REPOSICIÓN DOS AMBULANCIAS ATS 4X2 DE GESTIÓN DE CAMAS DEL HOSPITAL CLINICO HERMINDA MARTIN,"$92,363",$0,"$92,363","$92,363",,262,30-12-2019,87/28.2.20,9. TERMINADO,100%,EJECUTADO,10-03-2020,24,19-03-2020,,,,,,,Pamela Solis Perez,Carlos Jungjohann Muñoz,DIPIR,SUBT. 29 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,"$92,363",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40008170-2020,2020,SERVICIO DE SALUD,SECTORIAL / OTRO,SALUD,DIGUILLIN,CHILLÁN,40008170,29,05,,ADQUISICION EQUIPO RADIOLOGICO ORTOPANTOMOGRAFO SS. ODONTOLOGÍA HCHM,"$84,500",$0,"$84,500","$84,500",8450,185,16-08-2019,2/6.1.20,9. TERMINADO,100%,EJECUTADO,28-01-2020,8,06-02-2020,,,,,,,Pamela Solis Perez,Carlos Jungjohann Muñoz,DIPIR,SUBT. 29 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,"$92,950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30462276-2020,2020,SERVICIO DE SALUD,SECTORIAL / OTRO,SALUD,DIGUILLIN,CHILLÁN,30462276,29,05,,ADQUISICION EQUIP. S.S.PEDIATRIA-CIRUGIA INFANTIL HOSP. H.MARTIN,"$82,827",$0,"$82,827","$82,827",306,184,16-08-2019,2/6.1.20,9. TERMINADO,100%,EJECUTADO,28-01-2020,6,06-02-2020,,,,,,,Pamela Solis Perez,Carlos Jungjohann Muñoz,DIPIR,SUBT. 29 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,"$83,133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESI II-2020,2020,SERVICIO DE SALUD,SECTORIAL / OTRO,,REGIONAL,REGIONAL,ESI II,33,02,,EMERGENCIA SUBSECRETARIA DEL INTERIOR II,"$4,697,701",$0,,$0,,,,,9. TERMINADO,100%,TRANSFERIDO,,,,,,,,,,Angélica Herrera,Carolina Serey Provoste,DIPIR,SUBT. 33 - PROGRAMAS DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E II-2020,2020,SERVICIO DE SALUD,SECTORIAL / OTRO,EMERGENCIA,REGIONAL,REGIONAL,E II,33,02,,EMERGENCIA II,"$762,705",$0,,$0,,,,,9. TERMINADO,100%,TRANSFERIDO,,,,,,,,,,Angélica Herrera,Carolina Serey Provoste,DIPIR,SUBT. 33 - PROGRAMAS DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E I-2020,2020,SERVICIO DE SALUD,SECTORIAL / OTRO,EMERGENCIA,REGIONAL,REGIONAL,E I,33,02,,EMERGENCIA I,"$357,425",$0,,$0,,,,,9. TERMINADO,100%,TRANSFERIDO,,,,,,,,,,Angélica Herrera,Carolina Serey Provoste,DIPIR,SUBT. 33 - PROGRAMAS DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40001930-2020,2020,SERVICIO DE SALUD,SECTORIAL / OTRO,SALUD,DIGUILLIN,EL CARMEN,40001930,29,05,,ADQUISICION EQUIPOS CLÍNICOS SS. MEDICO QUIRÚRGICO HOSPITAL EL CARMEN,"$10,434",$0,"$10,434","$10,434",1022,162,30-07-2019,2/6.1.20,9. TERMINADO,100%,EJECUTADO,28-01-2020,9,06-02-2020,,,,,,,Pamela Solis Perez,Carlos Jungjohann Muñoz,DIPIR,SUBT. 29 - DIPIR,,,,,,,,,$0,$0,,,,,,,"$1,345",,,,,,,"$11,456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40016209-2020,2020,TRANSPORTES,SECTORIAL / OTRO,TRANSPORTE,REGIONAL,REGIONAL,40016209,33,01,010,"TRANSFERENCIA RENOVACIÓN BUSES, MINIBUSES, TROLEBUSES, TAXIBUSES Y TAXIS COLECTIVOS","$1,722,306",$0,"$1,722,306","$1,722,306",,116,7/5/2020,,9. TERMINADO,100%,"ESTA SEMANA SE TRANSFIFIERON M$585.460 QUEDANDO UN SALDO PENDIENTE DE TRANSFERIR DE M$301.070.-// / 21/07/2020-MQV// SE ENVIO EL 17.07.20 A TRANSPORTE CERTIFICDOS QUE FUERON REFRENDADOS SEGÚN OFICIO N°213 DEL MTT) CJM 31-07-2020 SIN NUEVAS OBSERVACIONES // 06-08-2020 LMPO SE ESTÁ A LA ESPERA DEL ENVÍO, POR PARTE DEL MTT, DE CERTIFICADOS FIRMADOS POR EL SR. INTENDENTE PARA REALIZAR TRANSFERENCIA DE RECURSOS. 14/08/2020-ALDF// CONTINUA A LA ESPERA DE MTT. 18.08.2020 - PSP// MTT DEBE ENVIAR CERTIFICADOS DE BENEFICIARIOS PARA PROCEDER A REALIZAR PAGO DE LOS MISMOS. //27/08/2020-CSP// SE PAGARÁN M$102.400.- SEMANA 31-08-2020 // / 03.09.20-MQV-SIN NUEVAS OBSERVACIONES #CJM 11-09-2020 PROGRAMA SE HA IDO PAGANDO A MEDIDA QUE LLEGAN ANTECEDENTES DESDE MTT, LA SEMANA DEL 14/09 SE PAGARÁN $21.830.000.(2 BENEFICIARIOS) // LMPO 17-09-2020 SIN NUEVAS OBSERVACIONES.// PSP - 29.09.2020 SIN NUEVAS OBSERVACIONES. // CSP 08-10-2020 SIN NUEVAS OBSERVACIONES.// //MQV// 16-10-2020 SIN NUEVAS OBSERVACIONES // ALDF 28.01.2021 SIN NUEVAS OBSERVACIONES // PSP 05,02,2021 PROGRAMA EJECUTADO AÑO 2020, SE DEBE PRESENTAR PROGRAMA AÑO 2021 // LMPO 19.02.2021 SE MANTIENE OBSERVACIÓN ANTERIOR // PSP 003.03.2021 AÑO 2020 TERMINADO",,,,,,,,,,Luis Padilla Orellana,Carolina Serey Provoste,DIPIR,SUBT. 33 - PROGRAMAS DIPIR,,,,,,,,,$0,$0,,,,,,"$851,569","$9,970",,,,,,,"$1,578,190",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$144,116",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$144,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40008261-2020,2020,TRANSPORTES - EFE,SECTORIAL / OTRO,VIALIDAD,REGIONAL,REGIONAL,40008261,31,01,,ANALISIS OFERTA Y DEMANDA DE PASAJEROS PARA SERVICIOS FERROVIARIOS REGIONALES,"$41,242",$0,"$41,242","$41,242",,128,07-06-2019,40/3.6.19,9. TERMINADO,100%,"EN PROCESO DE EJECUCIÓN. CONTINGENCIA DE OCTUBRE Y PANDEMIA HA RETRASADO LA EJECUCIÓN DEL PROYECTO. (15/07/2020-CSP// NO EXISTEN NUEVAS OBSERVACIONES).//22/07/2020-MQV// SIN NUEVAS OBSERVACIONES) #CJM 31-07-2020 SIN NUEVAS OBSERVACIONES // 06-08-2020 LMPO SIN NUEVAS OBSERVACIONES. 13/08/2020-ALDF// SIN OBSERVACIONES. 17/08/2020-PSP// SIN OBSERVACIONES // 26/08/2020-CSP// SIN OBSERVACIONES // / 03.09.20-MQV- DEPTO. DE INVERSIÓN TIENE OBSERVADO PRIMER ESTADO DE PAGO // CJM 11/09/2020 EFE SE ENCUNTRA SUBSANANDO OBSERVACIONES AL ESTADO DE PAGO // LPO 16/09/2020 SIN OBSERVACIONES // 24.09.2020 - ALDF A LA ESPERA DE SUBSANACION DE OBSERVACIONES PARA CURSAR ESTADO DE PAGO // PSP 01.10.2020 1° ESTADO DE PAGO SE PASA EN MES DE SEPTIEMBRE // CSP 07.10.2020 SIN OBSERVACIONES // MQV// 15-10-2020 SE ESTA RESOLVIENDO CAMBIO DE ITO ESTABLECIDOS EN EL CONTRATO Y PROYECTO APROBADO//CJM 30-10-2020 SIN NUEVAS OBSERVACIONES // ALDF 12-01-2021 PROYECTO EN REEVALUACIÓN // ALDF 28.01.2021 SE MANTIENE OBSERVACIÓN ANTERIOR // PSP 05,02,2021 PROYECTO SE ENVÍO A REEVALUACIÓN // PSP 12.05.2021 PROYECTO EN REEVALUACIÓN // PSP 15-06-2021 SE OBTUVO RS DE REEVALUACIÓN",30-09-2019,124,16-03-2020,,CIS Asociados,78306360-3,18/5/2020,,,Pamela Solis Perez,Cristian Jaque Guzmán,DIPIR,SUBT. 31 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,"$5,506",,,,,,,,,"$15,236","$5,777","$7,875",,"$28,888",,,"$3,967","$3,967",,,,,,,,,,,,,,,,,,,,,"$3,967",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$2,881",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$2,881",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40012808-2020,2020,TREHUACO,MUNICIPIO,RECURSO HIDRICO,ITATA,TREHUACO,40012808,33,03,125,"MEJORAMIENTO CAPTACIÓN AGUA POTABLE RURAL, COOPERATIVA DE SERVICIOS DE AGUA POTABLE TREHUACO,","$96,700",$0,"$96,700","$96,700",,198,10-09-2019,009/11-01-2021,8. PARALIZADO,32%,"CJG 22.8.22 PREINV INFORMA QUE NO ES POSIBLE LA REEVALUACION DADO QUE LA MEJORA PIERDE LA ORIGINALIDAD DEL PROYECTO, SE DEBERA RECILIAR EL CONTRATO  // CJG COMENZA DECRETO DE PARALIZACION 21 MARZO POR PROBLEMA DE DISEÑO // CJG ULTIMA VISITA 6.1.22 // CJG 13.10.21 16 DE NOVIEMBRE ADJUDICARÍA // REUNIÓN PRELICITACIÓN OK/ESPERANDO QUE ENVIEN LAS BASES / 27.05 AUN NO ENVIAN BASES/08-06-20 SE LES ENVIO CORREO AUN NO RESPONDEN POR LAS BASES/02-07-20 SE HABLÓ CON SECPLAN ENVIARÁ LAS BASES MES DE JULIO (15/07/2020-CSP// SECPLAN AÚN NO ENVÍA BASES, NO EXISTE RESPUESTA POR PARTE U.T.) // 22/07/2020-MQV// AÚN SIN RESPUESTA DE LAS BASES DE LICITACIÓN POR PARTE DEL MUNICIPIO) # CJM 31-07-2020 SIN NUEVAS OBSERVACIONES //06-08-2020 LMPO MUNICIPALIDAD AÚN NO HACE ENVÍO DE BASES DE LICITACIÓN, REUNIÓN DE PRELICITACIÓN SE REALIZÓ EN MARZO. 14/08/2020-ALDF// SIN OBSERVACIONES. 18.08.2020 - PSP// UNIDAD TÉCNICA NO HA ENVIADO BASES PARA AL GORE. 27/08/2020-CSP// SIN OBSERVACIONES // 03.09.20-MQV-SIN NUEVAS OBSERVACIONES#CJM 11/09/2020 MUNICIPIO AUN NO ENVIA BASES PARA SU VISACION // LMPO 16-09-2020 SIN NUEVAS OBSERVACIONES.// PSP - 29.09.2020 SIN NUEVAS OBSERVACIONES. // CSP 08-10-2020 SIN NUEVAS OBSERVACIONES.////MQV// 16-10-2020 SIN NUEVAS OBSERVACIONES //CJM 29-10-2020 SE LICITARA EN EL MES DE DICIEMBRE //CJM 11-12-20 SIN NUEVAS OBSERVACIONES // ALDF 14-01-2021 A LA ESPERA DE PUBLICACIÓN DE BASES POR PARTE DEL MUNICIPIO. PROBLEMAS CON DIRECTOR DE APR TREHUACO, YA QUE NO APRUEBA LA NUEVA CAPTACIÓN DE AGUA // PSP 15,06,2021 PROBLEMAS CON EL TERRENO DEL APR",04-12-2019,804,31-12-2019,4963-12-LP21,AVRO CONSTRUCTORA SPA,76.998.839-4,15/12/2021,140,,Luis Padilla Orellana,Carlos Jungjohann Muñoz,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,628","$30,628",,,,,,,,,,,,,,,,,,,"$30,628",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$66,072",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$66,072",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$66,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40003587-2020,2020,TREHUACO,MUNICIPIO,SOCIAL,ITATA,TREHUACO,40003587,33,03,125,"AMPLIACION SALÓN MULTIUSO CENTRO COMUNITARIO MUNICIPAL., COMUNA DE TREHUACO","$59,923",$0,"$59,923","$59,923",,26,21-01-2019,586/30.10.19,9. TERMINADO,100%,EJECUTADO,04-12-2019,805,31-12-2019,4963-3-LP20,CONSTRUCTORA Y PROYECTOS MAHEF LTDA,76.728.110-2,19-10-2020,120,,Luis Padilla Orellana,Carlos Jungjohann Muñoz,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,"$47,938",,,"$11,985",,,,,,,,,,"$11,985",,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
